,filename,entry number,composition,OH_length 1,OH_length 2,OO_length,OOH angle 1,OOH angle 2,OH_length 1b,OH_length 2b,OO_lengthb,OOH angle 1b,OOH angle 2b,bulk_id,miller_index,nads,traj_id,bulk_symbols,slab_sid,ads_symbols,y_relaxed,natoms,nads2,adsorption_energy
30739,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0010.lmdb,1051,HO18Zr36,8.841224440499554,0.9757034261010368,8.820750565277855,6.332233152052767,88.03441398641388,,,,,,mp-753629,"(0, 0, 1)",1,Zr2O_mp-753629_RDddKtFT5P_0xGhoYDaEQ,Zr12O6,16185,HO2,-482.3150904,55,1,-5.612577179999992
19955,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0010.lmdb,1067,HBi48O72,1.9251988085397864,0.9957742590467172,1.4912601787318605,30.671514080991116,99.51544255324211,,,,,,mp-1190124,"(2, 1, 0)",1,Bi2O3_mp-1190124_IpnEc2Po5P_tm777MOKAs,Bi8O12,26174,HO2,-678.53263675,121,1,3.306282549999903
29036,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0010.lmdb,1072,HO34Pd8Zn16,1.8849206712303306,0.9818698484926398,1.446570186037227,30.85694584725032,100.06169541686137,,,,,,mp-22257,"(1, 1, 0)",1,Zn2PdO4_mp-22257_tm4FebS7Xm_mPtTukgLcA,Zn16Pd8O32,39857,HO2,-271.79762374,59,1,6.362724879999998
74781,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0010.lmdb,1091,HBa8O30W8,8.2994211509599,0.9791539136924595,8.40044234831119,6.686845926258639,80.74483883237754,,,,,,mp-1095315,"(0, 0, 1)",1,BaWO4_mp-1095315_SEFyqwKzoV_xPVcXMWnWC,Ba4W4O16,74947,HO2,-329.33119991,47,1,-2.920814719999985
41415,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0010.lmdb,1097,HAg24Hg20O48,1.9503101121144222,1.0748060019462038,1.3800440761261998,32.24108597840938,104.52419599170673,,,,,,mp-997001,"(0, 1, 3)",1,2411243514_AgHgO2_mp-997001_dFPVYRB3QM_MPBHUjfSvn,Ag2Hg2O4,44052,HO2,-314.44586827,93,1,4.194015440000012
35676,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0010.lmdb,1110,HCo16O62Ru16,9.316112589551475,0.9839281085780615,8.984434405537721,5.803841987442031,106.77181639473163,,,,,,CoRuO4-rutile,"(3, 0, 1)",1,CoRuO4_CoRuO4-rutile_aFO6SplsAB_Ip6fEhqNDI,Co1Ru1O4,20233,HO2,-616.12748336,95,1,4.103973579999913
32607,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0010.lmdb,1112,HCr30Mn16O66,11.04185870923994,1.030215161655781,11.533939928716116,4.596465060316607,59.194855577957235,,,,,,mp-28226,"(2, 0, -1)",1,MnCr2O4_mp-28226_tsH0Q1aFEn_tTuNmW5NWK,Mn6Cr12O24,80094,HO2,-860.31801606,113,1,3.479694099999985
15658,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,9,HAg18Bi18O54,1.9184711960816014,0.9899662415432403,1.4554460563351148,30.356453380337367,101.65546046843909,,,,,,mp-775774,"(0, 2, 3)",1,AgBiO3_mp-775774_g3RHBMco1r_PxlBIgG5TJ,Ag4Bi4O12,3932,HO2,-439.38002079,91,1,3.70101610999998
77085,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,12,HCs22O26Tl22,1.912095923217385,0.9756628509908286,1.4789134183147379,30.132602232151154,100.32044272230415,,,,,,mp-1205877,"(0, 1, 2)",1,CsTlO_mp-1205877_bnyu4ilI8k_n0STTUiUFN,Cs4Tl4O4,79337,HO2,-260.93120859,71,1,4.012820820000027
18765,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,33,HNb8O30Rh8,1.9048373262196354,1.0057531041645313,1.4642561601503974,31.409543344865163,99.23768295940624,,,,,,mp-1173392,"(1, 1, 1)",1,NbRhO4_mp-1173392_b69mnGSl2P_Gmxbj6riE7,Nb2Rh2O8,38060,HO2,-356.43545941,47,1,2.061330449999982
41933,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,39,HMn18O26,10.626432072704448,10.86665523632727,1.4634075967429057,95.57517991081914,76.72214180342695,,,,,,mp-18759,"(1, 0, 0)",1,904239835_Mn3O4_mp-18759_AyGNscxH2w_uyWz68jAg0,Mn6O8,40987,HO2,-323.07464975,45,1,3.693041169999983
31335,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,48,HMo12O34Sr12,4.362506866757571,0.9707510281335591,4.2208831284868795,12.849896734280518,91.91085986829512,,,,,,mp-1078716,"(0, 1, 0)",1,SrMoO3_mp-1078716_JvbHpZtACS_V9RiSAEl2w,Sr4Mo4O12,16779,HO2,-401.18433077,59,1,-3.792542860000001
69990,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,76,HLi48Nb6O44,3.2302495719410826,3.041500559264082,1.2377211731744715,70.14598561161414,87.34952019976735,,,,,,mp-37399,"(1, 1, 0)",1,Li7NbO6_mp-37399_JKVzUj7kIo_aCsKTCjdJ1,Li21Nb3O18,79995,HO2,-565.5632906,99,1,1.843199199999983
17914,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,79,HFe8O68Se32,1.9129464268274121,0.9807686259581077,1.4905000337564924,30.38870525061739,99.36732832564888,,,,,,mp-25259,"(0, 1, 0)",1,Fe-Se2O5-2_mp-25259_mCl6I0WgQQ_hFwxpemTDy,Fe2Se8O20,27143,HO2,-572.53296553,109,1,3.564106629999994
5465,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,87,HLu16O66Ta16,2.250595514975493,1.6709159658796742,1.3282316606243136,47.52184357427915,96.58500525606672,,,,,,mp-5489,"(1, 0, -1)",1,LuTaO4_mp-5489_Q3LyeTMcRF_K1WtxGOFr3,Lu2Ta2O8,37906,HO2,-896.6529877,99,1,3.6352942000000006
28059,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,92,HO30Se8Zn8,1.864992871404289,0.9914401823957014,1.3436705507283706,30.895907019203317,105.00473816619981,,,,,,mp-754358,"(1, 0, 0)",1,ZnSeO4_mp-754358_gYdvJQUfYA_qLMrdp0oq3,Zn4Se4O16,6179,HO2,-229.9469972,47,1,4.968265330000005
15801,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,96,HBa24Ge8O34,2.2720846411065034,0.9793917240846746,3.0149564584360777,14.006688836557773,34.15930899969876,,,,,,mp-778602,"(1, 0, 0)",1,Ba3GeO5_mp-778602_GeInnVqP1I_NOLmrDHwvD,Ba12Ge4O20,2998,HO2,-401.27636404,67,1,-2.9729231300000016
1644,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,116,HAu20Bi20O42,1.8690248566617997,0.982930015020715,1.4338520761815856,31.232093010343053,99.62249011945913,,,,,,mp-997082,"(2, 1, 2)",1,BiAuO2_mp-997082_XrBmIpvB6J_Ciwmaao9Rb,Bi2Au2O4,4319,HO2,-407.46490367,83,1,3.8613615700000095
13381,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,118,HBa24O34Zr4,2.439957321945117,0.9723949513171324,2.778256344151993,20.165891953788936,59.88598457719414,,,,,,mp-755556,"(1, 1, 0)",1,Ba6ZrO8_mp-755556_bu1NCeHCM5_lTHWxrlC80,Ba24Zr4O32,13337,HO2,-408.74525898,63,1,2.211046030000002
22777,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,127,HAg12As12O48,13.22490201599969,13.368811682914258,1.241072529666479,93.99474518734755,80.69160057011493,,,,,,AgAsO4-rutile,"(2, -1, 1)",1,AgAsO4_AgAsO4-rutile_9SZ58qrpYv_B7QnpBABn3,Ag1As1O4,40661,HO2,-369.33124387,73,1,-0.022058119999972
21507,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,139,HO70Sb48,1.918910309413306,0.9777985093328718,1.489665600488623,30.117984638005098,100.02304507662858,,,,,,mp-1205345,"(1, 2, 0)",1,Sb2O3_mp-1205345_6wHQbkRnCr_OcKVu8RbfE,Sb8O12,3225,HO2,-688.10811392,119,1,4.276443839999981
7106,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,149,HAg24O48Rh24,1.8894827586147385,0.9804757221677974,1.46957144702686,30.83517379139526,98.96710705557174,,,,,,mp-1018033,"(1, 0, -2)",1,AgRhO2_mp-1018033_hEx9tXfgVk_a154ouvr0O,Ag3Rh3O6,1011,HO2,-517.40492196,97,1,3.1145901899999693
41947,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,158,HCr10O42Sb10,2.9490681749772434,2.0331363707451233,1.2906641811730686,35.0869345234243,123.51144291050448,,,,,,CrSbO4-rutile,"(2, 1, 1)",1,414325470_CrSbO4_CrSbO4-rutile_u7Bb5CRDfa_PE1Mq1UE85,Cr1Sb1O4,42393,HO2,-412.7817288,63,1,3.368048520000027
35441,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,160,HAg44O46Si12,1.9711107456212729,0.9814828683782095,1.4936990370766525,28.941457533629666,103.62767863675212,,,,,,mp-556164,"(1, 1, 2)",1,Si-AgO-4_mp-556164_OrASakcDvL_8u5SESHBfY,Si2Ag8O8,24532,HO2,-509.26402933,103,1,4.273049169999947
72236,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,192,HBa14O50Pt36,4.9439039249514,0.9726870030926953,4.6450755775095125,11.084443906645838,102.26307164520995,,,,,,mp-1214338,"(2, 1, 0)",1,BaPt3O4_mp-1214338_xHpn72Uo26_LfNao7dHDt,Ba2Pt6O8,80919,HO2,-587.81962151,101,1,-1.505094340000003
43921,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,199,HCd48O38,10.930402575535764,10.292194912421483,1.4911187964140755,61.071333674099314,111.6438915026637,,,,,,mp-13119,"(1, 0, 0)",1,90423983534_CdO_mp-13119_voYloO1exS_x7DFlY5VgQ,Cd2O2,45606,HO2,-290.96114863,87,1,2.8369120599999995
68646,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,201,HMn28O62Ti5,7.401906916100942,0.9792511972275927,8.104105239435345,5.05082317007242,41.71814862526024,,,,,,mp-757064,"(2, 0, 1)",1,TiMn5O12_mp-757064_LWaAtuk2of_3IbsR6573c,Ti2Mn10O24,78439,HO2,-694.83042565,96,1,4.117081899999928
251,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,208,HCd16O38Ti16,2.5652951516378812,0.9741893368856894,2.7455743060349302,20.78248638734195,69.1212879373749,,,,,,mp-5052,"(1, 0, 0)",1,TiCdO3_mp-5052_j1EKPzH7QX_JRuMLDmW0k,Ti4Cd4O12,40527,HO2,-468.42182096,71,1,-2.109366209999994
36158,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,222,HFe32O30,7.7786161493909445,0.9683327818098967,8.52324946519673,4.356927791709225,37.608498095438094,,,,,,mp-1279742,"(2, 1, 1)",1,FeO_mp-1279742_Gh6x9q34X5_PgOGu32xwq,Fe2O2,36108,HO2,-384.09063958,63,1,8.143423219999956
74849,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,250,HCr8Mn28O58,2.9916693454216423,0.9781802075751966,2.996257617123746,18.80360409239998,80.33305442377319,,,,,,mp-754200,"(0, 1, 0)",1,Mn4CrO8_mp-754200_HijtRy6K7O_q2y74h3O4B,Mn8Cr2O16,78355,HO2,-684.43288659,95,1,0.916380590000042
23525,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,265,HO60Si16Ti16,2.452532240259373,0.971657839191015,2.5718048943376917,22.13692795616347,72.0124037710384,,,,,,mp-1101756,"(1, 0, 0)",1,TiSiO4_mp-1101756_Pwym20rJDp_bTZABSX3jh,Ti4Si4O16,29415,HO2,-752.48417939,93,1,-3.223803270000051
73830,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,266,HCu14O70Rb8,1.8681098335183965,1.0113170050812725,1.4013700456865585,32.191993968184825,100.22659604255091,,,,,,mp-1209792,"(1, 1, -2)",1,Rb-CuO5-2_mp-1209792_gSm7oD7zDS_hrndwpHif4,Rb2Cu4O20,71587,HO2,-436.31921282,93,1,4.530867279999963
42534,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,312,HGe16O50Pd14,1.8948122973334114,0.9802099749339311,1.475435529969467,30.726487185548866,99.00219686383987,,,,,,GePdO4-rutile,"(1, 0, 2)",1,90423983570956_GePdO4_GePdO4-rutile_YQvp4RrMDS_7rJpPllgxV,Ge1Pd1O4,42874,HO2,-457.58075293,81,1,3.5378210999999986
6132,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,340,HMn12O46Sr24,2.4869069417281593,2.1219686107629663,1.3071051322581586,58.56653582031557,89.72558272371931,,,,,,mp-767781,"(1, 0, 0)",1,Sr16Mn8O29_mp-767781_B7h8VIADpE_sbxMQHGt52,Sr16Mn8O29,18316,HO2,-530.89082146,83,1,3.8445705800000063
31409,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,341,HMo9O28Zn2,1.8805980629052175,0.982895042069045,1.4280638069119114,30.8777597147948,100.90743095899549,,,,,,mvc-15081,"(1, 0, 0)",1,Zn-Mo3O8-2_mvc-15081_TUxxm31he8_wsfeYa3rqV,Zn1Mo6O16,19526,HO2,-263.06688965,40,1,3.24051588
36722,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,344,HO50Y32,1.9470490851731417,0.9766993032973593,1.5080346084383671,29.49762413641387,101.01598018139771,,,,,,mp-2652,"(1, 0, 0)",1,Y2O3_mp-2652_WxDPFMNYcR_Gigz5Nfash,Y32O48,24517,HO2,-717.86259917,83,1,-0.3060758899999634
76372,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,345,HAl8Cs24O26,13.189539864330479,0.9699057068923921,12.880149773139246,4.041703338016633,106.56900237237377,,,,,,mp-562441,"(1, 0, 0)",1,Cs3AlO3_mp-562441_P2ZxwZJhTJ_by1r4XIAoV,Cs12Al4O12,69885,HO2,-286.45200381,59,1,2.214711119999972
22307,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,346,HMn5O56Zr24,1.9000142417255095,0.9834686582537729,1.4460610235053322,30.51600396127235,101.18538054349469,,,,,,mp-763464,"(2, 1, -2)",1,Zr4MnO9_mp-763464_qesyp2Gjx8_eR3x9g9rFb,Zr4Mn1O9,15612,HO2,-768.45876863,86,1,3.830469609999934
21086,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,370,HCo30O62Si16,1.8959229187085629,0.9784343666189121,1.486856863378798,30.697121725286667,98.42798378640592,,,,,,mp-19071,"(1, 1, 0)",1,Co2SiO4_mp-19071_gmPzcFDPif_LSzjM2AJnE,Co16Si8O32,23125,HO2,-729.19985192,109,1,1.112549480000009
17720,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,376,HCo32Fe4O78,9.499561436533703,10.41384710528317,1.3690372952229257,128.89615895102602,45.23129846764059,,,,,,mp-771048,"(1, 0, 1)",1,FeCo9O20_mp-771048_cWRZ2Fav80_f5OIBRLGiN,Fe1Co9O20,3230,HO2,-638.55160233,115,1,4.549784139999954
3101,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,377,HAg16Nb16O36,15.119361428932475,15.717023452003145,1.4799271140393357,111.27754420894293,63.68872693444764,,,,,,mp-557680,"(0, 2, 1)",1,NbAgO3_mp-557680_3L5bYpKU8S_xjrpv3elDn,Nb4Ag4O12,22897,HO2,-480.13174773,69,1,0.7657785700000339
36601,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,382,HO46Sn20Y12,9.349328667459956,10.263496593920522,1.4985416987185318,124.03651616582923,49.01405875591184,,,,,,mvc-4456,"(1, 1, 0)",1,Y-SnO2-2_mvc-4456_qKV6v71JxY_WFgYo7fcZx,Y4Sn8O16,34609,HO2,-539.43721465,79,1,3.348286680000026
24280,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,392,HAg12Mn12O24,2.3552006224191895,1.0002301850598323,2.694265728035691,21.529785305272238,59.78283362658081,,,,,,mp-996995,"(1, 1, 2)",1,MnAgO2_mp-996995_wYlJ3KV3fh_vBRvGVZuZk,Mn4Ag4O8,19111,HO2,-289.48507258,49,1,-0.1581059799999913
39205,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,398,HBa4O58V32,6.660335606572912,0.9822229731524458,7.183177568063568,6.891952421080112,54.45782979833213,,,,,,mp-756819,"(0, 1, 1)",1,BaV8O16_mp-756819_nYMsIdH6Pa_a1Z0ZAXwGM,Ba1V8O16,33305,HO2,-712.81619204,95,1,6.437042599999952
43522,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,402,HCu46O42,1.9029798834474545,0.9816769396431942,1.4543882738109848,30.42905695863421,100.94985324543698,,,,,,mp-704645,"(2, 3, -2)",1,69019397_CuO_mp-704645_qF6rK4CnSw_v6ENelsZvE,Cu4O4,41505,HO2,-420.78774748,89,1,3.2530382600000074
31971,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,411,HK16O30Zn24,1.962004185966688,0.9815715779800661,1.499762341790553,29.238920662259623,102.4888108559814,,,,,,mp-28371,"(0, 0, 1)",1,K2Zn3O4_mp-28371_yRKQr2qOx7_IHKMJGWeog,K8Zn12O16,1509,HO2,-279.42169197,71,1,3.5964934300000344
24983,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,421,HO24Os6,6.890096983038416,0.983461253524457,6.735751057771548,8.17574379795902,94.91838167761604,,,,,,mp-551905,"(1, 0, -1)",1,OsO4_mp-551905_SJrSQKmJYF_3VAVVnyyf5,Os2O8,12772,HO2,-216.09757597,31,1,2.9645883400000024
22364,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,426,HBa16O42Zr16,3.594072548786848,12.327083419059598,8.968811145561054,155.3624663181729,6.98122309896391,,,,,,mp-3834,"(1, 1, 0)",1,BaZrO3_mp-3834_cj9OHWRBet_ztaA9HM3qj,Ba1Zr1O3,37910,HO2,-590.57442575,75,1,-6.378869589999997
21730,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,440,HO52Rb20Zr20,1.9392616038197037,0.9787615653199221,1.50248722068955,29.73295450250727,100.6845267392722,,,,,,mp-862664,"(1, 1, 2)",1,Rb2Zr2O5_mp-862664_DDEpTu2pHy_PhUjUOmiPx,Rb2Zr2O5,25520,HO2,-679.01524397,93,1,1.037803169999986
81731,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,447,HHg6Ir5O24,5.431849540519208,1.0138319275006333,5.2078012997451175,10.667001014877107,97.3775719974313,,,,,,HgIrO4-rutile,"(2, 0, 1)",1,1020271_HgIrO4_HgIrO4-rutile_TnsDgPzqAk_mZKPA6OX23,Hg1Ir1O4,81435,HO2,-178.63695999,36,1,3.483210699999997
28402,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,466,HO50Sb32,5.768369355158263,0.9833966675065594,6.6088227813817255,4.739518907952706,28.99044595838018,,,,,,mp-1999,"(1, 0, 0)",1,Sb2O3_mp-1999_fqIF3vep0H_3dMhVrUjkZ,Sb32O48,26970,HO2,-486.54159579,83,1,2.1133069600000134
8858,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,469,HAu8Cr20O50,1.9197771933317076,0.9840989267224114,1.4657342004992173,30.16893759889861,101.36969741349495,,,,,,mp-641367,"(1, 0, -1)",1,Cr3AuO8_mp-641367_PYR7kB5vLN_Ps8u1WB3iQ,Cr6Au2O16,39590,HO2,-499.81492231,79,1,4.99157535000003
33482,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,484,HAl12Mn12O34,1.9309834022804122,0.9795681118175489,1.4986449504901733,29.9451128229981,100.26498172696259,,,,,,mvc-15901,"(1, 0, 0)",1,MnAlO3_mvc-15901_fS2RHBFkwG_8EpJi7Uo0c,Mn4Al4O12,26197,HO2,-427.93168337,59,1,0.5912075300000446
25500,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,487,HO22Rb8Se8,1.9159885822457308,0.9781047771160157,1.4699482797860566,30.06267608549471,101.09945702778798,,,,,,mp-1078830,"(0, 0, 1)",1,RbSeO3_mp-1078830_uCcPL4G6Hq_NGvExzr8MU,Rb2Se2O6,7160,HO2,-192.35823877,39,1,4.758446519999975
30551,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,498,HO42Sb12Sn8,8.530524070871536,8.892002313238502,1.4359681143358318,99.95638335801368,70.89140732913172,,,,,,SnSbO4-rutile,"(0, 0, 1)",1,SnSbO4_SnSbO4-rutile_f7fkqMJx7O_TGhQIS7dm3,Sn1Sb1O4,4806,HO2,-369.04482529,63,1,3.6423408299999913
15579,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,502,HBe12O48Zn36,11.401769471220515,8.252094214151388,8.84888062191663,45.98666234906646,83.55259390653673,,,,,,mp-1227367,"(2, 1, 0)",1,BeZn3O4_mp-1227367_NaC53cHBL2_pPNoPyFAqI,Be2Zn6O8,39974,HO2,-468.87643095,97,1,4.112215329999994
31269,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,510,HAl32Co16O66,1.9972021216856883,0.988035035430356,1.5378543522522847,28.904146617964482,102.30438699359753,,,,,,mp-36447,"(1, 0, 0)",1,Al2CoO4_mp-36447_eraoMTGmbT_Spi3qIgjWj,Al16Co8O32,28449,HO2,-794.33242399,115,1,1.7775504399999384
3529,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,531,HHg24O58Y24,2.4458488899785786,11.828716736475231,12.182737585634278,75.9350165039798,11.570482842966447,,,,,,mp-769289,"(1, 0, 0)",1,Y2Hg2O5_mp-769289_oPU2RTuAus_C5mEzVC6nE,Y8Hg8O20,81315,HO2,-652.32073086,107,1,4.494130599999973
45336,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,545,HO42V22,9.58843897085459,0.9803731285052719,10.37673350078856,3.348441827717011,34.837730119011184,,,,,,mp-1102963,"(1, 2, -1)",1,2411243514_VO2_mp-1102963_fSbaRGmk3w_TZxaCC6ps5,V4O8,41757,HO2,-491.43881954,65,1,3.912844599999996
18030,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,554,HO32Si4Sn24,1.9091887037097701,0.979376111689075,1.489235546161443,30.420023480302312,99.2322567594935,,,,,,mp-556100,"(1, 0, 0)",1,Si-Sn3O4-2_mp-556100_6RMLRAQdoN_5MQ7L0HnUL,Si2Sn12O16,19354,HO2,-363.29768604,61,1,2.24741668000004
32738,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,564,HNb12O48Y12,3.630595972239461,0.9700717830488637,3.205116054307532,14.682815403739047,108.44459187935513,,,,,,mp-5387,"(1, 1, 1)",1,YNbO4_mp-5387_xnyNdYO81y_nJ2Qd4vJOI,Y4Nb4O16,34518,HO2,-650.39820914,73,1,-3.841212979999998
17072,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,581,HCa8O62Sb32,1.921814725088485,0.9783975284242818,1.4793036288043262,29.99355357685962,100.90801128366188,,,,,,mvc-10699,"(0, 1, 0)",1,Ca-SbO2-4_mvc-10699_D7CrL68Rqb_gcJOgxrw97,Ca2Sb8O16,38894,HO2,-613.3810529,103,1,5.8092454400000655
17904,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,583,HCr40O62Sr4,1.9236893302700968,11.277925677291002,10.99862593563483,93.41580635134872,9.803411351514269,,,,,,mp-19505,"(1, 0, 0)",1,SrCr10O15_mp-19505_JmsQt42LYm_eMJkSRTinw,Sr4Cr40O60,23530,HO2,-795.16965129,107,1,2.6706281600000032
10578,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,588,HIr12O46Pt12,8.840212259727755,0.9834393695280041,8.989153152361004,6.251096947437159,78.1766033179758,,,,,,IrPtO4-rutile,"(2, 1, 3)",1,IrPtO4_IrPtO4-rutile_WQbpDSfQ48_pCqDnOJwhb,Ir1Pt1O4,37469,HO2,-436.13971708,71,1,3.622945459999951
11830,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,615,HCa24O74Rh24,1.9212497618611495,0.981080252517193,1.4565439885002502,29.9332276350525,102.26566798927841,,,,,,mp-1078659,"(0, 1, 1)",1,CaRhO3_mp-1078659_PNcudLwqSK_gCpJX493Nj,Ca4Rh4O12,12079,HO2,-782.54523806,123,1,3.711967569999981
15495,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,696,HAl5Bi6O18,1.9038446935888542,0.9974404202081193,1.4695417470688024,31.139671936249137,99.22936091994464,,,,,,mp-23080,"(2, 1, 0)",1,AlBiO3_mp-23080_fmZPDRIgWM_2LwJXWrPsr,Al1Bi1O3,9409,HO2,-187.31417081,30,1,1.6043564299999922
35637,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,714,HO30Pd12Sr24,4.286347284548263,0.9761532173421459,3.950753153684023,12.789268003308573,103.58301352017598,,,,,,mp-4359,"(0, 0, 1)",1,Sr2PdO3_mp-4359_JVycodLtjV_7oHDDkvhvG,Sr4Pd2O6,19133,HO2,-374.60328571,67,1,-2.839684460000033
44076,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,726,HCr15O34Pd15,10.770533544604673,10.041714070643932,4.776683903427153,68.33593220102507,85.42715477030576,,,,,,mp-1063607,"(1, 2, 2)",1,235508583253254_CrPdO2_mp-1063607_fMNpPujm4T_y3T3F8S4Lc,Cr2Pd2O4,41837,HO2,-431.33916393,65,1,0.7385465300000327
34504,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,727,HAl32O66Zn16,3.0314747241746525,0.9657482264516178,2.9835938555614696,18.455869057823456,83.5770921235357,,,,,,mp-34210,"(1, 1, 0)",1,Al2ZnO4_mp-34210_3RqsRfbiCT_RhGUdfR1PZ,Al8Zn4O16,21429,HO2,-739.16813358,115,1,3.764818899999934
14281,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0011.lmdb,752,HAg10Cu19O38,1.936408598456104,1.0225269317878936,1.4313644453540864,30.97412472330014,102.93637075198072,,,,,,mp-1225882,"(1, -2, 2)",1,Cu2AgO4_mp-1225882_vn6J35h8Gg_Mq4NxSHgEV,Cu2Ag1O4,15191,HO2,-306.74878637,68,1,4.065743819999991
