slab_sid,system_id_OH,OH,system_id_O,O,system_id_HO2,bulk_id,miller_index,nads,bulk_symbols,HO2,delG1,delG2,delG3,delG4,maxG,RDS,eta
10948,31088,1.649830240000009,29559,2.927869804999998,16032,mp-676923,"(0, 1, 0)",1,Cd4Bi12O22,5.044934450000025,1.649830240000009,1.278039564999989,2.1170646450000272,-0.12493445000002534,2.1170646450000272,3,0.8870646450000272
80226,670,0.6600253275000034,4437,2.4965008600000522,16829,mp-1214566,"(1, 0, 0)",1,Ba12Co4O20,2.7998787600000106,0.6600253275000034,1.8364755325000488,0.30337789999995834,2.1201212399999894,2.1201212399999894,4,0.8901212399999894
4850,14640,1.039171169999998,11263,3.168217879999993,29844,mp-549706,"(1, 0, 0)",1,Mg2O2,3.1640576600000236,1.039171169999998,2.1290467099999955,-0.004160219999969517,1.7559423399999763,2.1290467099999955,2,0.8990467099999955
33105,18065,-1.2339414333333427,21353,0.7674271366666615,2248,mp-753662,"(1, 0, 0)",1,K4Mg4O6,2.8974393399999747,-1.2339414333333427,2.0013685700000043,2.130012203333313,2.022560660000025,2.130012203333313,3,0.9000122033333131
34056,14827,1.2726742299999876,35101,2.2013635066666644,32297,mp-775774,"(0, 2, 1)",1,Ag4Bi4O12,4.334366239999977,1.2726742299999876,0.9286892766666768,2.133002733333313,0.5856337600000225,2.133002733333313,3,0.903002733333313
4223,13709,2.133163513333348,32402,3.2823506100000066,3975,FeTeO4-rutile,"(1, 0, 1)",1,Fe1Te1O4,5.4064858200000545,2.133163513333348,1.1491870966666586,2.124135210000048,-0.4864858200000546,2.133163513333348,1,0.903163513333348
15228,40445,1.526867056666655,28265,2.432875169999986,21467,mvc-1832,"(1, 1, 0)",1,Y2Cu14O24,4.567367729999998,1.526867056666655,0.9060081133333313,2.134492560000012,0.35263227000000175,2.134492560000012,3,0.904492560000012
42435,43269,1.2780236099999718,41363,2.078544120000001,42527,MnPdO4-rutile,"(2, 0, 1)",1,Mn1Pd1O4,4.2168370199999545,1.2780236099999718,0.8005205100000292,2.1382928999999535,0.7031629800000454,2.1382928999999535,3,0.9082928999999536
39974,7622,1.0411197499999878,23642,2.190835019999978,15579,mp-1227367,"(2, 1, 0)",1,Be2Zn6O8,4.332215329999994,1.0411197499999878,1.1497152699999902,2.141380310000016,0.5877846700000058,2.141380310000016,3,0.9113803100000162
44905,42433,2.0375839599999868,42938,1.4091043399999963,42829,mp-754978,"(1, 2, 0)",1,Cd2Cu4O6,3.550858010000011,2.0375839599999868,-0.6284796199999905,2.1417536700000146,1.369141989999989,2.1417536700000146,3,0.9117536700000146
38497,28070,0.8259563299999988,12685,1.4222133100000012,24885,mp-1178176,"(2, 0, 1)",1,Hg2Pt2O4,3.5660234700000024,0.8259563299999988,0.5962569800000024,2.143810160000001,1.3539765299999975,2.143810160000001,3,0.913810160000001
25558,15942,0.018109990000008402,18751,1.025806939999993,32465,mp-1209899,"(1, 0, 0)",1,Ni4Mo6O16,3.1729445999999917,0.018109990000008402,1.0076969499999846,2.1471376599999985,1.7470554000000083,2.1471376599999985,3,0.9171376599999985
40987,41646,0.08885800999994792,41310,1.7627142999999963,41933,mp-18759,"(1, 0, 0)",1,Mn6O8,3.913041169999983,0.08885800999994792,1.6738562900000484,2.150326869999987,1.0069588300000167,2.150326869999987,3,0.9203268699999869
7094,16968,0.6150639999999987,27209,2.7963829500000066,38576,mp-551905,"(1, 0, -1)",1,Os2O8,3.1696071199999927,0.6150639999999987,2.1813189500000076,0.3732241699999861,1.7503928800000073,2.1813189500000076,2,0.9513189500000077
10199,25167,-0.126946805000008,37350,1.2400558199999783,17436,mp-676861,"(3, 0, 1)",1,Al2Sb2O8,2.7330561799999464,-0.126946805000008,1.3670026249999863,1.4930003599999682,2.1869438200000535,2.1869438200000535,4,0.9569438200000535
30900,17058,1.4441024200000163,23600,3.0602879150000013,12646,mp-1319349,"(1, 1, 0)",1,Mg8Ni16O32,2.720985840000024,1.4441024200000163,1.616185494999985,-0.33930207499997733,2.199014159999976,2.199014159999976,4,0.969014159999976
70977,74131,-0.30570036499999786,77366,1.8410578299999991,74742,mp-32686,"(2, 1, 0)",1,Co2O4,2.693059730000013,-0.30570036499999786,2.1467581949999968,0.8520019000000141,2.2269402699999867,2.2269402699999867,4,0.9969402699999868
29245,23062,0.4303353300000287,16970,1.9701600550000056,36012,mp-8179,"(1, 1, 0)",1,Li4Tl4O8,2.691528919999994,0.4303353300000287,1.5398247249999768,0.7213688649999883,2.228471080000006,2.228471080000006,4,0.9984710800000061
29678,25825,-0.1632062500000211,31612,2.0661469649999993,14048,mp-1279742,"(2, -1, -1)",1,Fe2O2,2.8784552199999762,-0.1632062500000211,2.22935321500002,0.8123082549999769,2.0415447800000237,2.22935321500002,2,0.9993532150000202
33572,5108,0.023135689999984416,22963,2.258388714999993,24658,mp-2697,"(3, 0, 1)",1,Sr2O4,2.8743963100000065,0.023135689999984416,2.2352530250000084,0.6160075950000135,2.0456036899999934,2.2352530250000084,2,1.0052530250000085
38679,6698,-0.148603749999969,31915,2.088477460000005,4892,mp-997007,"(0, 2, 1)",1,Ag4Pt4O8,3.375623730000027,-0.148603749999969,2.2370812099999737,1.2871462700000222,1.5443762699999728,2.2370812099999737,2,1.0070812099999737
33615,6887,1.0143636540000023,40667,2.5571311224999986,34755,mp-617,"(2, -1, 2)",1,Pt1O2,2.6803320500000587,1.0143636540000023,1.5427674684999964,0.12320092750006006,2.2396679499999412,2.2396679499999412,4,1.0096679499999412
8424,40565,0.7788812400000131,2056,3.020500900000028,1609,mp-984876,"(2, 1, 0)",1,Ba2Pd2O5,3.9072336099999894,0.7788812400000131,2.2416196600000147,0.8867327099999613,1.0127663900000106,2.2416196600000147,2,1.0116196600000147
37083,26114,0.1493276799999797,34894,2.0541188150000074,19706,mvc-11636,"(1, 1, 0)",1,Y8Ni16O32,4.295990909999998,0.1493276799999797,1.9047911350000277,2.2418720949999904,0.6240090900000022,2.2418720949999904,3,1.0118720949999904
45654,42843,1.6155768199999818,45259,2.4355132400000037,41687,mp-1184945,"(1, 1, 0)",2,K1Y1O3,2.6768971649999833,1.6155768199999818,0.8199364200000219,0.24138392499997963,2.2431028350000166,2.2431028350000166,4,1.0131028350000166
22434,36103,1.5991206750000322,37551,3.8424866600000462,14837,mp-1020588,"(2, 1, -2)",1,Zr2Si2O8,4.048463190000118,1.5991206750000322,2.243365985000014,0.20597653000007154,0.8715368099998821,2.243365985000014,2,1.0133659850000138
80978,71353,1.1694062300000305,75044,3.348461319999982,70595,mp-25238,"(1, 0, -2)",1,Cr4Si8O24,5.5921137000000245,1.1694062300000305,2.1790550899999515,2.2436523800000425,-0.6721137000000246,2.2436523800000425,3,1.0136523800000425
70618,73300,1.448351630000028,69170,3.7024210649999794,77686,mp-779906,"(0, 0, 1)",1,Ca6W2O12,4.64142325,1.448351630000028,2.254069434999951,0.9390021850000205,0.27857675000000004,2.254069434999951,2,1.024069434999951
21032,15592,2.2572727499999505,30793,2.5704476799999987,26720,mp-1103016,"(1, 0, 1)",1,Ti3Cu1O8,2.6496942199999562,2.2572727499999505,0.31317493000004815,0.07924653999995757,2.2703057800000437,2.2703057800000437,4,1.0403057800000437
21032,15592,2.2572727499999505,38989,2.505131289999978,26720,mp-1103016,"(1, 0, 1)",1,Ti3Cu1O8,2.6496942199999562,2.2572727499999505,0.24785854000002727,0.14456292999997844,2.2703057800000437,2.2703057800000437,4,1.0403057800000437
73118,78488,2.277347360000002,78164,2.5467893799999763,73228,mp-603930,"(0, 0, 1)",1,Mg8Si8O24,3.497847739999995,2.277347360000002,0.2694420199999743,0.9510583600000189,1.4221522600000047,2.277347360000002,1,1.047347360000002
73118,78488,2.277347360000002,68859,2.4678436700000055,73228,mp-603930,"(0, 0, 1)",1,Mg8Si8O24,3.497847739999995,2.277347360000002,0.19049631000000344,1.0300040699999897,1.4221522600000047,2.277347360000002,1,1.047347360000002
4290,10856,0.9397585500000594,2866,2.2960946450000086,35910,mp-19158,"(1, 1, 0)",1,Mn18W6O36,2.6425831999999883,0.9397585500000594,1.3563360949999492,0.34648855499997966,2.2774168000000117,2.2774168000000117,4,1.0474168000000117
9116,39812,0.8398436899999899,1949,3.1299321099999964,14054,mp-1096824,"(1, 1, 0)",1,Al3Ag3O6,3.6387720600000057,0.8398436899999899,2.2900884200000062,0.5088399500000094,1.2812279399999942,2.2900884200000062,2,1.0600884200000062
77836,73123,2.2908467899999128,69251,3.129372349999952,77746,mp-33857,"(1, 1, 3)",1,Cr2Sb2O8,4.773076639999997,2.2908467899999128,0.8385255600000394,1.6437042900000445,0.14692336000000328,2.2908467899999128,1,1.0608467899999128
80788,20322,-0.10940486499995017,36530,2.181730907500023,32480,mp-1196890,"(1, 0, -2)",1,Sc8Rh8O24,2.746685260000047,-0.10940486499995017,2.291135772499973,0.564954352500024,2.173314739999953,2.291135772499973,2,1.061135772499973
38243,24516,-0.8423862799999904,19823,1.4542282349999998,26740,mp-1203069,"(1, 0, 0)",1,W8O24,2.7516141899999957,-0.8423862799999904,2.29661451499999,1.297385954999996,2.168385810000004,2.29661451499999,2,1.0666145149999902
15189,20213,-1.5163751899999818,20301,0.6371254600000189,4818,mp-9631,"(3, -1, 0)",1,Al2Ag2O4,2.938973089999988,-1.5163751899999818,2.1535006500000007,2.301847629999969,1.9810269100000117,2.301847629999969,3,1.071847629999969
9700,20485,1.3399162099999933,31939,3.6531536800000004,8326,mp-975106,"(1, 1, 2)",1,Rb2Bi2O5,4.52594589,1.3399162099999933,2.313237470000007,0.8727922099999996,0.3940541099999999,2.313237470000007,2,1.083237470000007
72575,68505,1.2205631838461541,77931,2.6864438277777825,70069,mp-1218921,"(1, 0, 1)",1,Sn2Sb2O8,4.999966080000033,1.2205631838461541,1.4658806439316283,2.3135222522222505,-0.07996608000003302,2.3135222522222505,3,1.0835222522222505
23827,23034,-0.1288103499999999,17924,2.1936359600000124,36817,IrRhO4-rutile,"(0, 0, 1)",1,Ir1Rh1O4,2.88234636000004,-0.1288103499999999,2.322446310000012,0.6887104000000277,2.03765363999996,2.322446310000012,2,1.0924463100000121
14953,38632,0.9072532699999931,7707,3.2422602599999926,27369,mp-13820,"(2, 1, 2)",1,Cd6Si2O10,2.981531859999959,0.9072532699999931,2.3350069899999992,-0.2607284000000334,1.9384681400000408,2.3350069899999992,2,1.1050069899999992
38180,17568,0.9657284733333423,33331,2.361571260000003,26324,mp-2605,"(3, 1, 0)",1,Ca4O4,2.566805859999986,0.9657284733333423,1.3958427866666607,0.20523459999998295,2.353194140000014,2.353194140000014,4,1.123194140000014
38180,17568,0.9657284733333423,5425,2.935470470000001,26324,mp-2605,"(3, 1, 0)",1,Ca4O4,2.566805859999986,0.9657284733333423,1.969741996666659,-0.36866461000001527,2.353194140000014,2.353194140000014,4,1.123194140000014
10450,22512,-0.3359829500000069,23033,0.9491913349999924,25640,mvc-8002,"(1, 0, 0)",1,Zn4Co6O16,2.5613642300000072,-0.3359829500000069,1.2851742849999992,1.6121728950000147,2.3586357699999927,2.3586357699999927,4,1.1286357699999927
15634,15203,2.3860646599999686,20373,3.08291314499999,20949,mp-12867,"(0, 0, 1)",1,Sr4Sn4O12,4.723094649999948,2.3860646599999686,0.6968484850000212,1.640181504999958,0.19690535000005216,2.3860646599999686,1,1.1560646599999687
17809,18887,-0.6091891599999337,26059,0.694799005000019,34954,mp-1276230,"(0, 2, -1)",1,V2Si2O7,3.0926738699999965,-0.6091891599999337,1.3039881649999527,2.3978748649999773,1.8273261300000034,2.3978748649999773,3,1.1678748649999773
73384,73114,2.3985371949999976,76180,4.4829999049999545,74805,mp-22194,"(2, 0, 1)",1,Nb2Fe2O8,6.336926390000028,2.3985371949999976,2.084462709999957,1.8539264850000734,-1.416926390000028,2.3985371949999976,1,1.1685371949999976
7645,25065,0.7657330799999988,14471,0.4303269350000083,28624,RuPtO4-rutile,"(2, 1, 1)",1,Ru1Pt1O4,2.516906360000005,0.7657330799999988,-0.33540614499999055,2.0865794249999965,2.403093639999995,2.403093639999995,4,1.173093639999995
40349,10751,0.4697172199999875,30347,1.290709809999979,3126,mp-551470,"(1, 0, -1)",1,Tl8O4,3.70329927,0.4697172199999875,0.8209925899999915,2.412589460000021,1.21670073,2.412589460000021,3,1.1825894600000209
1774,13758,2.1744121899999787,13411,2.376894959999999,34788,mp-1226706,"(1, 0, 2)",1,Cd1Ni1O2,2.5013970199999824,2.1744121899999787,0.20248277000002046,0.12450205999998332,2.4186029800000175,2.4186029800000175,4,1.1886029800000175
31198,37732,-0.3686471399999698,4420,2.0593278400000066,24432,mp-754839,"(2, 1, 0)",1,Sn2Bi2O8,3.236972640000031,-0.3686471399999698,2.427974979999976,1.1776448000000244,1.683027359999969,2.427974979999976,2,1.1979749799999762
15951,28735,-0.5921828399999833,12855,1.8394604800000116,5023,mp-1143,"(0, 0, 1)",1,Al12O18,2.7541929000000187,-0.5921828399999833,2.4316433199999947,0.9147324200000071,2.1658070999999812,2.4316433199999947,2,1.2016433199999947
37083,26114,0.1493276799999797,24152,2.5933829249999842,19706,mvc-11636,"(1, 1, 0)",1,Y8Ni16O32,4.295990909999998,0.1493276799999797,2.4440552450000044,1.7026079850000135,0.6240090900000022,2.4440552450000044,2,1.2140552450000044
37083,26114,0.1493276799999797,24152,2.5933829249999842,15627,mvc-11636,"(1, 1, 0)",1,Y8Ni16O32,4.723846949999992,0.1493276799999797,2.4440552450000044,2.130464025000008,0.1961530500000075,2.4440552450000044,2,1.2140552450000044
40615,4821,0.9225040066666562,4527,1.9220044449999965,22584,mp-1021489,"(2, 2, 1)",1,Ir1O3,2.475224789999968,0.9225040066666562,0.9995004383333402,0.5532203449999715,2.444775210000032,2.444775210000032,4,1.214775210000032
16634,38359,1.3668538500000216,26225,3.8128069000000813,15686,mp-768291,"(1, 1, 0)",1,Hg2Sb4O12,4.683596950000035,1.3668538500000216,2.4459530500000595,0.8707900499999535,0.2364030499999652,2.4459530500000595,2,1.2159530500000595
16056,40259,1.636471109999983,26344,2.212035020000014,31889,mp-1021489,"(2, 2, 1)",1,Ir1O3,4.658374880000051,1.636471109999983,0.5755639100000309,2.446339860000037,0.2616251199999491,2.446339860000037,3,1.216339860000037
25864,18948,0.5771667399999763,22310,1.6960868966666638,1858,mp-9178,"(0, 0, 1)",1,Cd4Se8O20,4.147074050000012,0.5771667399999763,1.1189201566666875,2.4509871533333483,0.7729259499999879,2.4509871533333483,3,1.2209871533333483
71859,69829,0.8779541683333222,70829,2.479797139999986,70826,mp-1181917,"(1, 2, 1)",1,Ca4Rh4O12,2.4690093799999864,0.8779541683333222,1.6018429716666636,-0.01078775999999948,2.4509906200000136,2.4509906200000136,4,1.2209906200000136
71859,69829,0.8779541683333222,74045,2.418258749999976,70826,mp-1181917,"(1, 2, 1)",1,Ca4Rh4O12,2.4690093799999864,0.8779541683333222,1.5403045816666538,0.05075063000001023,2.4509906200000136,2.4509906200000136,4,1.2209906200000136
71859,69829,0.8779541683333222,76973,2.2321292599999913,70826,mp-1181917,"(1, 2, 1)",1,Ca4Rh4O12,2.4690093799999864,0.8779541683333222,1.354175091666669,0.23688011999999503,2.4509906200000136,2.4509906200000136,4,1.2209906200000136
14003,24005,-0.46632595999999693,37992,1.4589981649999946,37064,mp-1132,"(2, 1, 0)",1,Cd4O4,3.911311699999997,-0.46632595999999693,1.9253241249999915,2.4523135350000027,1.0086883000000029,2.4523135350000027,3,1.2223135350000027
40342,37087,1.335026110000039,10072,3.812799085000021,34038,mp-758053,"(1, 0, 0)",1,Nb4Cr4O16,4.524400949999969,1.335026110000039,2.477772974999982,0.7116018649999485,0.3955990500000306,2.477772974999982,2,1.247772974999982
69885,74387,1.0389422599999796,70768,2.5973404549999923,76372,mp-562441,"(1, 0, 0)",1,Cs12Al4O12,2.4347111199999723,1.0389422599999796,1.5583981950000128,-0.16262933500002008,2.4852888800000277,2.4852888800000277,4,1.2552888800000277
14950,16307,-0.07608640499997477,23233,2.412763710000005,26464,mp-1222118,"(1, 0, 0)",1,Mg5Al7O16,4.133326740000027,-0.07608640499997477,2.4888501149999795,1.7205630300000219,0.7866732599999731,2.4888501149999795,2,1.2588501149999796
26335,23517,-0.31058035800000083,21373,0.65626381999999,12405,mp-999539,"(1, 2, 0)",1,Mn4O4,3.1462406400000282,-0.31058035800000083,0.9668441779999908,2.489976820000038,1.7737593599999717,2.489976820000038,3,1.259976820000038
8424,40565,0.7788812400000131,19811,1.408632440000017,1609,mp-984876,"(2, 1, 0)",1,Ba2Pd2O5,3.9072336099999894,0.7788812400000131,0.6297512000000038,2.498601169999972,1.0127663900000106,2.498601169999972,3,1.2686011699999722
72575,68505,1.2205631838461541,68876,2.4786823649999667,70069,mp-1218921,"(1, 0, 1)",1,Sn2Sb2O8,4.999966080000033,1.2205631838461541,1.2581191811538126,2.521283715000066,-0.07996608000003302,2.521283715000066,3,1.2912837150000662
22458,12235,0.162493289999967,11827,2.1950635849999833,40023,mp-996980,"(0, 3, 1)",1,Ag2Au2O4,2.394521609999968,0.162493289999967,2.032570295000016,0.19945802499998466,2.525478390000032,2.525478390000032,4,1.295478390000032
72655,69293,0.3072372200000279,77472,2.3019970750000005,76329,mp-558312,"(2, -1, 2)",1,Li4O4,2.387301669999997,0.3072372200000279,1.9947598549999725,0.08530459499999665,2.5326983300000028,2.5326983300000028,4,1.3026983300000028
4212,36179,0.7046757199999922,38042,1.8562400400000147,38935,mp-1214826,"(1, 1, 1)",1,Al10Sb6O32,4.396061040000004,0.7046757199999922,1.1515643200000225,2.5398209999999892,0.5239389599999962,2.5398209999999892,3,1.3098209999999892
8731,36232,1.942269600000012,9996,1.905653305000013,29433,mp-1214246,"(1, 0, 0)",1,Bi24Ir2O40,2.3793690100000027,1.942269600000012,-0.036616294999998855,0.4737157049999896,2.5406309899999973,2.5406309899999973,4,1.3106309899999973
11629,15950,-0.5772800900000072,8991,1.9737851999999922,33679,mp-1079940,"(1, 1, 0)",1,Sr3Ca1O4,2.7550294300000053,-0.5772800900000072,2.5510652899999995,0.7812442300000131,2.1649705699999946,2.5510652899999995,2,1.3210652899999995
28603,29075,0.993742782500002,17887,3.547462480000005,17882,mp-1019544,"(1, 0, 0)",1,Ba4Zr4O12,2.913731210000035,0.993742782500002,2.5537196975000027,-0.63373126999997,2.006268789999965,2.5537196975000027,2,1.3237196975000027
17748,28608,-0.14503114000003386,27463,2.046620633999992,9974,mp-4826,"(2, 2, 3)",1,Ca1Cu1O2,2.366069719999925,-0.14503114000003386,2.1916517740000256,0.31944908599993305,2.553930280000075,2.553930280000075,4,1.323930280000075
39399,34705,-0.3218229499999745,26768,1.7631752433333336,35867,mp-555313,"(0, 1, 0)",1,Sc8Bi8O24,2.362488789999927,-0.3218229499999745,2.084998193333308,0.5993135466665935,2.5575112100000728,2.5575112100000728,4,1.3275112100000728
80344,35909,-0.5273704499999974,2647,1.1741374649999987,7402,mp-1016841,"(2, 1, 1)",1,Hf1Hg1O3,2.361033039999993,-0.5273704499999974,1.701507914999996,1.1868955749999943,2.558966960000007,2.558966960000007,4,1.328966960000007
80344,35909,-0.5273704499999974,1678,1.795540615000019,7402,mp-1016841,"(2, 1, 1)",1,Hf1Hg1O3,2.361033039999993,-0.5273704499999974,2.3229110650000164,0.565492424999974,2.558966960000007,2.558966960000007,4,1.328966960000007
2878,19874,0.8870431733333434,5851,3.4578574150000043,4802,mvc-8362,"(0, 1, 0)",1,V4Ge8O24,4.884476769999989,0.8870431733333434,2.570814241666661,1.426619354999985,0.035523230000010564,2.570814241666661,2,1.3408142416666609
80476,71164,0.2448291600000892,77519,1.8383607700000344,70799,mp-698842,"(0, 0, 1)",1,Li19Ni23O42,2.347655120000011,0.2448291600000892,1.5935316099999453,0.5092943499999765,2.572344879999989,2.572344879999989,4,1.342344879999989
73568,78958,1.0899477899999772,69473,1.869894747499996,75643,mp-1186927,"(2, 1, 1)",1,Sb1Pd1O3,4.442636450000006,1.0899477899999772,0.7799469575000189,2.5727417025000103,0.47736354999999353,2.5727417025000103,3,1.3427417025000103
22148,2887,0.1923128325000028,10533,0.5740189099999757,15348,mp-773064,"(1, 0, 0)",1,V4Rh4O16,2.3465619700000366,0.1923128325000028,0.38170607749997293,1.772543060000061,2.5734380299999633,2.5734380299999633,4,1.3434380299999633
39246,27579,1.6216110230769256,9657,2.5542401700000124,34559,mp-1099253,"(1, 0, 0)",1,Mg3Ni1O4,5.130096739999996,1.6216110230769256,0.9326291469230867,2.575856569999984,-0.21009673999999645,2.575856569999984,3,1.345856569999984
6855,746,0.058598859999998504,30139,1.8366267075,35440,mp-715550,"(1, 0, 1)",1,Mo4O8,2.341906950000007,0.058598859999998504,1.7780278475000015,0.5052802425000069,2.578093049999993,2.578093049999993,4,1.348093049999993
6050,4065,-1.6273964299999957,10346,0.953925560000042,27315,mp-19006,"(3, 1, -3)",1,Mn3O3,3.083685550000039,-1.6273964299999957,2.5813219900000375,2.1297599899999966,1.836314449999961,2.5813219900000375,2,1.3513219900000375
16728,22896,0.8642034799999954,39371,2.3742632249999622,38729,mp-753184,"(1, 1, 0)",1,Al4Co8O16,4.958432319999927,0.8642034799999954,1.5100597449999669,2.584169094999965,-0.038432319999927245,2.584169094999965,3,1.354169094999965
30345,32381,2.0112690000000075,11280,2.730295170000003,4436,mp-1211104,"(1, 1, 0)",1,Li4Se4O12,5.331105229999989,2.0112690000000075,0.7190261699999954,2.600810059999986,-0.4111052299999889,2.600810059999986,3,1.370810059999986
14950,16307,-0.07608640499997477,23108,2.527013929999979,26464,mp-1222118,"(1, 0, 0)",1,Mg5Al7O16,4.133326740000027,-0.07608640499997477,2.6031003349999535,1.6063128100000479,0.7866732599999731,2.6031003349999535,2,1.3731003349999535
8236,37506,0.3841971699999737,21175,2.993718709999994,17253,mp-3395,"(2, 1, -1)",1,Sr2Se2O6,3.3146671999999717,0.3841971699999737,2.6095215400000202,0.32094848999997794,1.6053328000000282,2.6095215400000202,2,1.3795215400000203
36192,33184,-0.4085122799999874,8072,2.072695039999997,4229,mp-1206244,"(1, 0, 1)",1,Lu2O4,4.687257969999988,-0.4085122799999874,2.4812073199999842,2.6145629299999906,0.23274203000001226,2.6145629299999906,3,1.3845629299999906
8097,18492,1.2352133733333324,23588,2.4494038250000023,30579,mp-1016846,"(1, 1, 1)",1,Ti1Cd1O3,2.304895629999973,1.2352133733333324,1.21419045166667,-0.1445081950000291,2.6151043700000267,2.6151043700000267,4,1.3851043700000267
81912,82553,1.0332783900000015,82018,2.3798537924999983,82397,BiTeO4-rutile,"(1, 0, 2)",1,Bi1Te1O4,4.998477449999993,1.0332783900000015,1.3465754024999967,2.618623657499995,-0.07847744999999318,2.618623657499995,3,1.3886236574999948
11947,38063,0.5711797599999306,23434,3.1902296842857103,17011,mp-1203448,"(0, 0, 1)",1,Y4Mo8O30,3.516666539999958,0.5711797599999306,2.61904992428578,0.32643685571424763,1.403333460000042,2.61904992428578,2,1.38904992428578
35940,3781,-1.0450578600000051,36038,1.5496420799999815,12264,mp-550622,"(1, 1, 0)",1,V4Cd2O12,2.2936487299999704,-1.0450578600000051,2.5946999399999866,0.7440066499999889,2.6263512700000295,2.6263512700000295,4,1.3963512700000296
24826,7735,1.7027058766666694,12539,1.4264401066666679,14615,mvc-2858,"(1, 1, -1)",1,Mg2Sb8O16,2.2684686500000146,1.7027058766666694,-0.2762657700000015,0.8420285433333468,2.6515313499999853,2.6515313499999853,4,1.4215313499999853
13152,15491,1.9571772999999928,25909,2.59078757166666,28327,TlGeO4-rutile,"(2, -1, 1)",1,Tl1Ge1O4,5.243010859999967,1.9571772999999928,0.6336102716666672,2.6522232883333072,-0.32301085999996726,2.6522232883333072,3,1.4222232883333072
44609,41292,-0.2616738199999895,45190,1.768781140000013,41695,mp-27418,"(1, 1, 2)",1,K1Au1O2,2.2564526499999973,-0.2616738199999895,2.030454960000003,0.4876715099999842,2.6635473500000026,2.6635473500000026,4,1.4335473500000027
37083,26114,0.1493276799999797,34894,2.0541188150000074,15627,mvc-11636,"(1, 1, 0)",1,Y8Ni16O32,4.723846949999992,0.1493276799999797,1.9047911350000277,2.669728134999985,0.1961530500000075,2.669728134999985,3,1.439728134999985
70019,76763,1.3478060700000276,78762,1.762895574999985,75166,mp-7947,"(2, 1, 3)",1,Pt2O2,2.2433824500000106,1.3478060700000276,0.41508950499995745,0.4804868750000255,2.6766175499999894,2.6766175499999894,4,1.4466175499999894
70019,76763,1.3478060700000276,72401,2.151739459999957,75166,mp-7947,"(2, 1, 3)",1,Pt2O2,2.2433824500000106,1.3478060700000276,0.8039333899999292,0.09164299000005371,2.6766175499999894,2.6766175499999894,4,1.4466175499999894
8651,28465,0.9349453150000022,14394,2.2880999700000166,27834,mp-1008500,"(3, 1, 3)",1,Ba2O2,2.23852836000003,0.9349453150000022,1.3531546550000144,-0.049571609999986777,2.68147163999997,2.68147163999997,4,1.45147163999997
8651,28465,0.9349453150000022,5457,2.310401729999993,27834,mp-1008500,"(3, 1, 3)",1,Ba2O2,2.23852836000003,0.9349453150000022,1.3754564149999908,-0.07187336999996319,2.68147163999997,2.68147163999997,4,1.45147163999997
15980,14759,2.6881209799999883,38867,1.750278704999997,17295,mp-770632,"(0, 1, 1)",1,Li6Cr2O8,2.7125080999999773,2.6881209799999883,-0.9378422749999913,0.9622293949999803,2.2074919000000226,2.6881209799999883,1,1.4581209799999884
29322,20821,0.125097010000028,3371,2.306090905000017,6780,mvc-2876,"(1, 1, -1)",1,Zn1Sb4O8,2.220046829999999,0.125097010000028,2.1809938949999887,-0.08604407500001798,2.699953170000001,2.699953170000001,4,1.469953170000001
24393,34082,1.0443514899999775,8108,1.8195787199999505,11524,mp-1103016,"(1, 0, 1)",1,Ti3Cu1O8,4.519852719999958,1.0443514899999775,0.775227229999973,2.7002740000000074,0.4001472800000423,2.7002740000000074,3,1.4702740000000074
13152,15491,1.9571772999999928,8246,2.5417739599999982,28327,TlGeO4-rutile,"(2, -1, 1)",1,Tl1Ge1O4,5.243010859999967,1.9571772999999928,0.5845966600000054,2.701236899999969,-0.32301085999996726,2.701236899999969,3,1.471236899999969
38958,15483,-0.8549972200000064,12771,0.2788849499999888,8303,mp-4405,"(1, 1, 1)",1,Rb3Au1O1,2.216686570000005,-0.8549972200000064,1.1338821699999952,1.9378016200000163,2.703313429999995,2.703313429999995,4,1.4733134299999948
39240,40471,2.709873569999994,32010,2.8141350650000003,35952,mvc-10699,"(1, 1, -1)",1,Ca2Sb8O16,5.184685820000024,2.709873569999994,0.10426149500000648,2.370550755000024,-0.2646858200000244,2.709873569999994,1,1.4798735699999939
34588,9142,0.9015838449999996,32138,2.0110251624999953,8967,mp-1184960,"(2, 1, 0)",1,K1Mg1O3,2.2075374899999907,0.9015838449999996,1.1094413174999957,0.19651232749999537,2.7124625100000093,2.7124625100000093,4,1.4824625100000093
34588,9142,0.9015838449999996,32062,2.212202134999996,8967,mp-1184960,"(2, 1, 0)",1,K1Mg1O3,2.2075374899999907,0.9015838449999996,1.3106182899999965,-0.004664645000005407,2.7124625100000093,2.7124625100000093,4,1.4824625100000093
75235,73672,1.4958029125000059,71107,2.0739722000000405,70527,mp-30058,"(1, 0, -2)",1,Tl6Sb6O18,4.7891361700000035,1.4958029125000059,0.5781692875000346,2.715163969999963,0.13086382999999646,2.715163969999963,3,1.485163969999963
80284,38232,1.5140931900000205,5980,4.237818830000006,23772,mp-14628,"(1, 1, 0)",1,Zn6Sn6O18,3.9885656700000123,1.5140931900000205,2.723725639999986,-0.2492531599999941,0.9314343299999877,2.723725639999986,2,1.4937256399999859
