,filename,entry number,composition,nads,OH_length 1,OH_length 2,OO_length,OOH angle 1,OOH angle 2,OH_length 1b,OH_length 2b,OO_lengthb,OOH angle 1b,OOH angle 2b,slab_sid,system_id_OH,OH,system_id_O,O,bulk_id,miller_index,bulk_symbols,HO2,delG1,delG2,delG3,delG4,maxG,RDS,eta,OOHangle,OH_length
32480,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0015.lmdb,302,HO50Rh16Sc16,1,1.8966188688271888,1.0283121829836528,1.4921752022390236,32.63951347089379,95.85675857326214,,,,,,80788,20322,-0.1094048649999501,36530,2.181730907500023,mp-1196890,"(1, 0, -2)",Sc8Rh8O24,2.746685260000047,-0.1094048649999501,2.291135772499973,0.564954352500024,2.173314739999953,2.291135772499973,2,1.061135772499973,95.85675857326214,1.0283121829836528
4818,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0000.lmdb,668,HAg24Al24O46,1,1.924359719218536,0.979776078537105,1.4968074914956069,30.106457116356804,99.86997941996836,,,,,,15189,20213,-1.5163751899999818,20301,0.6371254600000189,mp-9631,"(3, -1, 0)",Al2Ag2O4,2.938973089999988,-1.5163751899999818,2.1535006500000007,2.301847629999969,1.981026910000012,2.301847629999969,3,1.071847629999969,99.86997941996836,0.979776078537105
8326,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,882,HBi16O42Rb16,1,1.9005954862934973,0.9779382127023084,1.459760729512858,30.38244044495809,100.59585621015285,,,,,,9700,20485,1.3399162099999933,31939,3.65315368,mp-975106,"(1, 1, 2)",Rb2Bi2O5,4.52594589,1.3399162099999933,2.313237470000007,0.8727922099999996,0.3940541099999999,2.313237470000007,2,1.083237470000007,100.59585621015285,0.9779382127023084
70069,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0007.lmdb,81,HO62Sb16Sn16,1,1.8781589251309083,0.982173178811752,1.4122701706556111,30.78740839661613,101.82108540471144,,,,,,72575,68505,1.220563183846154,77931,2.6864438277777825,mp-1218921,"(1, 0, 1)",Sn2Sb2O8,4.999966080000033,1.220563183846154,1.4658806439316283,2.3135222522222505,-0.079966080000033,2.3135222522222505,3,1.0835222522222503,101.82108540471144,0.982173178811752
25640,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/val_ood/data.0012.lmdb,66,HCo12O26Zn8,1,1.9111166783726603,0.9787550069333888,1.4710231371015812,30.22331702442215,100.61621077306032,,,,,,10450,22512,-0.3359829500000069,23033,0.9491913349999924,mvc-8002,"(1, 0, 0)",Zn4Co6O16,2.5613642300000072,-0.3359829500000069,1.2851742849999992,1.6121728950000147,2.3586357699999927,2.3586357699999927,4,1.1286357699999927,100.61621077306032,0.9787550069333888
74805,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,230,HFe22Nb22O94,1,1.8534087704100408,0.9850915375596476,1.3799441623773363,31.338016937383625,101.89691441338071,,,,,,73384,73114,2.3985371949999976,76180,4.4829999049999545,mp-22194,"(2, 0, 1)",Nb2Fe2O8,6.336926390000028,2.3985371949999976,2.084462709999957,1.8539264850000727,-1.416926390000028,2.3985371949999976,1,1.1685371949999976,101.89691441338071,0.9850915375596476
24432,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0033.lmdb,821,HBi12O44Sn12,1,1.926252577117052,0.9793583867553732,1.481404639221337,29.93255104621553,101.06206507973374,,,,,,31198,37732,-0.3686471399999698,4420,2.0593278400000066,mp-754839,"(2, 1, 0)",Sn2Bi2O8,3.236972640000031,-0.3686471399999698,2.427974979999976,1.1776448000000244,1.683027359999969,2.427974979999976,2,1.1979749799999762,101.06206507973374,0.9793583867553732
22584,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,378,HIr18O58,1,1.860302278509453,0.9932299495821942,1.4098725499571796,31.72154471590173,100.00310652459646,,,,,,40615,4821,0.9225040066666562,4527,1.9220044449999965,mp-1021489,"(2, 2, 1)",Ir1O3,2.475224789999968,0.9225040066666562,0.9995004383333402,0.5532203449999715,2.444775210000032,2.444775210000032,4,1.214775210000032,100.00310652459646,0.9932299495821942
1858,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0031.lmdb,169,HCd8O36Se16,1,1.8931942426000303,1.0187328484071263,1.4592882825297753,32.19402504912401,98.05933990263584,,,,,,25864,18948,0.5771667399999763,22310,1.6960868966666638,mp-9178,"(0, 0, 1)",Cd4Se8O20,4.147074050000012,0.5771667399999763,1.1189201566666875,2.4509871533333483,0.7729259499999879,2.4509871533333483,3,1.2209871533333485,98.05933990263584,1.0187328484071263
37064,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0017.lmdb,509,HCd24O22,1,1.905371188466306,0.9791510504265278,1.467659317219769,30.363574648953357,100.3765906940529,,,,,,14003,24005,-0.4663259599999969,37992,1.4589981649999946,mp-1132,"(2, 1, 0)",Cd4O4,3.911311699999997,-0.4663259599999969,1.9253241249999915,2.4523135350000027,1.0086883000000029,2.4523135350000027,3,1.2223135350000027,100.3765906940529,0.9791510504265278
34038,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,724,HCr16Nb16O66,1,1.8481552553272265,0.9873545952673816,1.3653862794687506,31.45856447809588,102.34671842134428,,,,,,40342,37087,1.335026110000039,10072,3.812799085000021,mp-758053,"(1, 0, 0)",Nb4Cr4O16,4.524400949999969,1.335026110000039,2.477772974999982,0.7116018649999485,0.3955990500000306,2.477772974999982,2,1.247772974999982,102.34671842134428,0.9873545952673816
26464,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0008.lmdb,3,HAl19Mg15O50,1,1.9788062845892125,1.0162101215843993,1.4173404566543475,29.29664567512439,107.6651394043253,,,,,,14950,16307,-0.0760864049999747,23233,2.412763710000005,mp-1222118,"(1, 0, 0)",Mg5Al7O16,4.133326740000027,-0.0760864049999747,2.4888501149999795,1.720563030000022,0.7866732599999731,2.4888501149999795,2,1.2588501149999796,107.6651394043253,1.0162101215843993
12405,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0021.lmdb,299,HMn24O24,1,1.9029481919238604,0.9785947109904414,1.4861297549106232,30.525474133553335,98.99943006044543,,,,,,26335,23517,-0.3105803580000008,21373,0.65626381999999,mp-999539,"(1, 2, 0)",Mn4O4,3.146240640000028,-0.3105803580000008,0.9668441779999908,2.489976820000038,1.7737593599999717,2.489976820000038,3,1.259976820000038,98.99943006044543,0.9785947109904414
38935,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0024.lmdb,813,HAl11O38Sb7,1,1.851975489950258,0.9839438532555924,1.4193610301707624,31.630823242553205,99.21061755996912,,,,,,4212,36179,0.7046757199999922,38042,1.8562400400000147,mp-1214826,"(1, 1, 1)",Al10Sb6O32,4.396061040000004,0.7046757199999922,1.1515643200000223,2.539820999999989,0.5239389599999962,2.539820999999989,3,1.3098209999999892,99.21061755996912,0.9839438532555924
35867,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,204,HBi16O48Sc16,1,1.9180282207300128,0.9788616470712724,1.4799887827783142,30.114344205540814,100.54594981320676,,,,,,39399,34705,-0.3218229499999745,26768,1.7631752433333336,mp-555313,"(0, 1, 0)",Sc8Bi8O24,2.362488789999927,-0.3218229499999745,2.084998193333308,0.5993135466665935,2.5575112100000728,2.5575112100000728,4,1.3275112100000728,100.54594981320676,0.9788616470712724
4802,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,661,HGe16O46V8,1,1.9704336210337157,1.0277050823223948,1.4778962216700022,30.64865334260161,102.20609716299818,,,,,,2878,19874,0.8870431733333434,5851,3.4578574150000043,mvc-8362,"(0, 1, 0)",V4Ge8O24,4.884476769999989,0.8870431733333434,2.570814241666661,1.426619354999985,0.0355232300000105,2.570814241666661,2,1.3408142416666609,102.20609716299818,1.0277050823223948
75643,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0035.lmdb,69,HO48Pd14Sb14,1,1.9068861463091868,0.9811732970716563,1.4696006092480305,30.418372986934354,100.26256825295047,,,,,,73568,78958,1.0899477899999772,69473,1.869894747499996,mp-1186927,"(2, 1, 1)",Sb1Pd1O3,4.442636450000006,1.0899477899999772,0.7799469575000189,2.5727417025000103,0.4773635499999935,2.5727417025000103,3,1.3427417025000103,100.26256825295047,0.9811732970716563
34559,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,731,HMg28Ni12O42,1,1.866816682919947,0.9824467236622412,1.410326187685573,31.09941169706861,101.0426435357502,,,,,,39246,27579,1.6216110230769256,9657,2.5542401700000124,mp-1099253,"(1, 0, 0)",Mg3Ni1O4,5.130096739999996,1.6216110230769256,0.9326291469230868,2.575856569999984,-0.2100967399999964,2.575856569999984,3,1.345856569999984,101.0426435357502,0.9824467236622412
38729,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0016.lmdb,730,HAl14Co30O58,1,1.9074181833154975,0.978148263239779,1.4867672712760256,30.40070785089633,99.31914656072142,,,,,,16728,22896,0.8642034799999954,39371,2.3742632249999622,mp-753184,"(1, 1, 0)",Al4Co8O16,4.958432319999927,0.8642034799999954,1.5100597449999669,2.584169094999965,-0.0384323199999272,2.584169094999965,3,1.354169094999965,99.31914656072142,0.978148263239779
4229,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,73,HLu8O14,1,1.9416998168722817,1.016605453216518,1.3917159425677454,30.1465405877626,106.41921241345318,,,,,,36192,33184,-0.4085122799999874,8072,2.072695039999997,mp-1206244,"(1, 0, 1)",Lu2O4,4.687257969999988,-0.4085122799999874,2.481207319999984,2.61456292999999,0.2327420300000122,2.61456292999999,3,1.3845629299999906,106.41921241345318,1.016605453216518
82397,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,441,HBi16O58Te14,1,1.9232788683234727,1.000880794987251,1.476659350454993,30.823193984300364,100.06744462197386,,,,,,81912,82553,1.0332783900000015,82018,2.3798537924999983,BiTeO4-rutile,"(1, 0, 2)",Bi1Te1O4,4.998477449999993,1.0332783900000015,1.3465754024999967,2.618623657499995,-0.0784774499999931,2.618623657499995,3,1.3886236574999948,100.06744462197386,1.000880794987251
28327,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0035.lmdb,973,HGe12O50Tl12,1,1.8613959252625305,0.98996028752689,1.344225209749032,30.950665630520984,104.75488247147798,,,,,,13152,15491,1.9571772999999928,25909,2.59078757166666,TlGeO4-rutile,"(2, -1, 1)",Tl1Ge1O4,5.243010859999967,1.9571772999999928,0.6336102716666672,2.6522232883333072,-0.3230108599999672,2.6522232883333072,3,1.4222232883333072,104.75488247147798,0.98996028752689
17295,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0026.lmdb,1002,HCr6Li16O24,1,1.904309417215045,0.9808085446944276,1.4750047299244058,30.507088051903413,99.72538924798134,,,,,,15980,14759,2.6881209799999883,38867,1.750278704999997,mp-770632,"(0, 1, 1)",Li6Cr2O8,2.7125080999999773,2.6881209799999883,-0.9378422749999912,0.9622293949999804,2.2074919000000226,2.6881209799999883,1,1.4581209799999884,99.72538924798134,0.9808085446944276
35952,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0006.lmdb,986,HCa4O38Sb17,1,1.8791262792962435,0.982387131863346,1.406417212536987,30.71816587269388,102.28634386186872,,,,,,39240,40471,2.709873569999994,32010,2.8141350650000003,mvc-10699,"(1, 1, -1)",Ca2Sb8O16,5.184685820000024,2.709873569999994,0.1042614950000064,2.370550755000024,-0.2646858200000244,2.709873569999994,1,1.479873569999994,102.28634386186872,0.982387131863346
37189,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0004.lmdb,352,HCd40O34,1,1.9207598869721365,1.0059549236491376,1.4839100275438402,31.134276569477745,99.16228682827744,,,,,,30763,22089,-1.2996488000000193,26661,1.4273348699999933,mp-1132,"(3, 2, 0)",Cd4O4,2.256742959999994,-1.2996488000000193,2.7269836700000125,0.8294080900000014,2.6632570400000053,2.7269836700000125,2,1.4969836700000123,99.16228682827744,1.0059549236491376
11017,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,6,HO32Ti12V4,1,1.9656821992293436,0.981925693726086,1.481096951167286,28.985776648070686,104.04899456621466,,,,,,14100,34850,-0.020546810000004,10952,1.1514325450000034,mp-756455,"(1, 0, 0)",Ti6V2O16,2.1812128000000235,-0.020546810000004,1.1719793550000075,1.02978025500002,2.7387871999999764,2.7387871999999764,4,1.5087871999999765,104.04899456621466,0.981925693726086
68533,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0033.lmdb,175,HCa8Ge38O74,1,1.9043144844123436,0.9792063784387712,1.4819568938550234,30.489261604084675,99.34705830949753,,,,,,80831,74310,1.0819152499999325,76939,0.931507362000006,mp-29273,"(0, 0, 1)",Ca4Ge14O32,3.705738989999984,1.0819152499999325,-0.1504078879999265,2.7742316279999786,1.2142610100000155,2.7742316279999786,3,1.5442316279999786,99.34705830949753,0.9792063784387712
74463,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/val_ood/data.0004.lmdb,60,HLi10Mn32O42,1,1.9815384968608436,1.0160632435675638,1.4949712035353937,30.03632968158177,102.53157147017072,,,,,,71989,75551,-0.85866562000003,77314,0.2011595699999848,mp-1291590,"(1, -1, -2)",Li2Mn6O8,2.096258589999932,-0.85866562000003,1.0598251900000148,1.895099019999948,2.823741410000068,2.823741410000068,4,1.5937414100000675,102.53157147017072,1.0160632435675638
13062,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,302,HO10Ta48,1,1.8923820446737305,0.9793849639534198,1.4780341956915346,30.77060139008453,98.6881926244208,,,,,,23585,2325,-1.387112720000024,34676,1.445795779999995,mp-1218065,"(1, 1, -1)",Ta12O2,2.159176450000016,-1.387112720000024,2.832908500000019,0.7133806700000209,2.760823549999984,2.832908500000019,2,1.602908500000019,98.6881926244208,0.9793849639534198
73043,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0007.lmdb,505,HO46Rb8Sb16,1,2.0076917423777743,1.0371518482333797,1.4200038945897897,29.317732299777585,108.58420364372088,,,,,,72759,68480,1.4736162712500038,77732,4.3410857400000085,mp-558023,"(1, 1, 0)",Rb8Sb16O44,5.782766949999993,1.4736162712500038,2.867469468750005,1.4416812099999845,-0.862766949999993,2.867469468750005,2,1.6374694687500049,108.58420364372088,1.0371518482333797
21315,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0033.lmdb,557,HAl10Co24O46,1,1.9680098279809952,0.9933041497988544,1.4774271013784652,29.34107036668436,103.87049735616615,,,,,,5406,26152,-0.1399324100000478,8425,2.74090762,mp-753184,"(1, 1, 1)",Al4Co8O16,2.788682959999958,-0.1399324100000478,2.880840030000047,0.0477753399999585,2.131317040000042,2.880840030000047,2,1.650840030000047,103.87049735616615,0.9933041497988544
33198,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0003.lmdb,578,HCd12K12O21,1,1.9298651653679648,0.9775423904308868,1.4893409580753942,29.827730884487163,100.90096447231808,,,,,,12967,17111,1.1533312999999998,24880,2.566639794999998,mp-7534,"(1, 1, 0)",K4Cd4O6,5.460756790000002,1.1533312999999998,1.4133084949999983,2.894116995000004,-0.5407567900000023,2.894116995000004,3,1.664116995000004,100.90096447231808,0.9775423904308868
37768,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0033.lmdb,819,HO70W22Zn22,1,1.890758856700204,0.9798703766926228,1.4767149896675102,30.822317363222307,98.62771066001162,,,,,,35257,26565,2.737930299999997,34909,2.007188375000025,mvc-4013,"(2, 1, 0)",Zn4W4O12,2.0195187000000465,2.737930299999997,-0.7307419249999723,0.0123303250000219,2.9004812999999534,2.9004812999999534,4,1.6704812999999534,98.62771066001162,0.9798703766926228
19633,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,1093,HO54Ti8V16,1,1.9259877242418408,0.982933352729069,1.481303942128445,30.07948160547616,100.86703549942766,,,,,,29516,2341,-0.3599564950000251,12955,-0.1047232699999962,mp-752445,"(1, 0, 0)",Ti4V8O28,2.80102266999995,-0.3599564950000251,0.2552332250000289,2.905745939999946,2.11897733000005,2.905745939999946,3,1.675745939999946,100.86703549942766,0.982933352729069
7245,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0002.lmdb,102,HFe8O34Sb8,1,1.8398580358935763,0.9910154734027404,1.3466717238608776,31.69103979031126,102.75809336197932,,,,,,5671,16196,1.5537776500000098,16510,4.502529594999996,mp-761281,"(1, 1, 0)",Fe4Sb4O16,7.117831899999996,1.5537776500000098,2.9487519449999864,2.615302305,-2.197831899999996,2.9487519449999864,2,1.7187519449999864,102.75809336197932,0.9910154734027404
71906,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,72,HCs20Ga8O22,1,2.045430387171136,1.0687437255118308,1.4910283842617829,30.330157181687586,104.8797320528756,,,,,,70432,70215,1.340356458,71368,0.859988915,mp-772181,"(1, 0, 0)",Cs12Ga4O12,1.9566770000000109,1.340356458,-0.480367543,1.096688085000011,2.9633229999999893,2.9633229999999893,4,1.7333229999999893,104.8797320528756,1.0687437255118308
73658,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0032.lmdb,871,HBi20O74Ti22,1,1.93110233242726,1.0182619125308212,1.4587917206091594,31.178011030033364,100.94809790428872,,,,,,78588,76066,0.311167294999999,68612,0.9067103750000148,mp-1200889,"(1, 0, 0)",Ti8Bi8O28,1.9202741499999525,0.311167294999999,0.5955430800000157,1.0135637749999376,2.999725850000048,2.999725850000048,4,1.769725850000048,100.94809790428872,1.0182619125308212
16422,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0016.lmdb,1070,HLi36O50Sb12,1,1.9095995236209704,0.9785572428307208,1.4759144702075075,30.28948317519124,100.1830169645892,,,,,,7596,36614,0.2679232233333357,3983,1.7595777233333243,mp-5769,"(2, 1, 1)",Li6Sb2O8,4.796044840000033,0.2679232233333357,1.4916544999999886,3.036467116666709,0.1239551599999666,3.036467116666709,3,1.8064671166667088,100.1830169645892,0.9785572428307208
69625,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0008.lmdb,843,HCr10O46Sb12,1,1.8855927051694927,0.9859697791835652,1.4630776725816284,31.111371856468487,98.82708241151803,,,,,,75164,70601,-0.7047273799999708,72703,2.361950384999998,mp-33857,"(0, 2, 1)",Cr2Sb2O8,3.0161270400000126,-0.7047273799999708,3.0666777649999686,0.6541766550000148,1.9038729599999875,3.0666777649999686,2,1.8366777649999688,98.82708241151803,0.9859697791835652
16533,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0038.lmdb,997,HBa8O26Sc8,1,1.886798282160416,0.9813172081716436,1.4127311390687107,30.51224064701171,102.52324932266475,,,,,,35326,7369,-1.1128133499999728,26111,1.2934616400000014,mp-1183289,"(2, 1, 1)",Ba1Sc1O3,4.497307250000003,-1.1128133499999728,2.4062749899999742,3.203845610000002,0.4226927499999968,3.203845610000002,3,1.973845610000002,102.52324932266475,0.9813172081716436
1584,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,1054,HLi12O26Sn8,1,1.9163994085112808,0.9922204361054398,1.4642343476688788,30.570229898650123,100.79260722760846,,,,,,81085,29045,-0.261558710000022,12801,1.0606102299999922,mp-1222981,"(1, 0, 1)",Li2Sn1O4,1.7147170599999957,-0.261558710000022,1.3221689400000145,0.6541068300000032,3.2052829400000045,3.2052829400000045,4,1.9752829400000045,100.79260722760846,0.9922204361054398
4276,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0035.lmdb,888,HAu16O54Rh16,1,1.8920477599856784,1.0023501932724772,1.4343566300596469,31.406810591396265,100.3733639253484,,,,,,17189,15486,3.2224883200000054,7805,3.273682265000017,RhAuO4-rutile,"(1, 1, 2)",Rh1Au1O4,5.65229214000004,3.2224883200000054,0.0511939450000116,2.378609875000023,-0.7322921400000402,3.2224883200000054,1,1.9924883200000048,100.3733639253484,1.0023501932724772
70375,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0017.lmdb,470,HO52Sn18Sr18,1,1.927992806501198,0.9795433702575022,1.49088248045158,29.964974069332506,100.55292927108825,,,,,,70495,73542,-1.586486370000008,78724,1.6501351433333369,mp-546973,"(3, 1, 0)",Sr1Sn1O3,1.8866204800000308,-1.586486370000008,3.236621513333345,0.2364853366666939,3.0333795199999694,3.236621513333345,2,2.006621513333345,100.55292927108825,0.9795433702575022
25466,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0023.lmdb,931,HGa16O32Tl16,1,1.9081699323616452,0.9783838350543704,1.491636814680791,30.42150130337044,99.04568168330329,,,,,,6910,39030,-0.6434930300000212,28896,-0.8295255200000351,mp-14222,"(1, 1, 0)",Tl8Ga8O16,2.43935355999997,-0.6434930300000212,-0.1860324900000138,3.268879080000005,2.48064644000003,3.268879080000005,3,2.038879080000005,99.04568168330329,0.9783838350543704
8027,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0015.lmdb,274,HBa12O34Sc10,1,1.936250891864572,0.9763753894534688,1.4595467516242404,29.361774767287493,103.5027292741502,,,,,,16022,36439,-0.0300743749999889,35716,3.250167769999988,mp-1183289,"(2, 1, 0)",Ba1Sc1O3,4.25094801,-0.0300743749999889,3.280242144999977,1.000780240000012,0.6690519899999998,3.280242144999977,2,2.050242144999977,103.5027292741502,0.9763753894534688
36205,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0012.lmdb,1,HBi32Mg16O64,1,1.9130353534485376,0.9769981002457608,1.491692237181899,30.247228467690537,99.4792515694716,,,,,,19898,5810,3.2943235999999647,19473,1.82781672666666,mvc-7302,"(2, 1, 0)",Mg4Bi8O16,2.274412879999997,3.2943235999999647,-1.4665068733333049,0.4465961533333371,2.6455871200000027,3.2943235999999647,1,2.0643235999999647,99.4792515694716,0.9769981002457608
13399,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0031.lmdb,219,HO60Sn16Ti16,1,1.9091345344140296,0.9857943699983522,1.4673728064303655,30.527584919767445,100.35105944261038,,,,,,17712,7526,-1.0113295399999254,28840,2.2889420900000044,TiSnO4-rutile,"(1, 1, 2)",Ti1Sn1O4,4.258310350000099,-1.0113295399999254,3.30027162999993,1.9693682600000944,0.661689649999901,3.30027162999993,2,2.07027162999993,100.35105944261038,0.9857943699983522
69431,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0032.lmdb,582,HCr6O26Sb5,1,1.8843842052574544,1.0386935961756574,1.3872072794491035,32.76299226770202,100.9556142862308,,,,,,71433,69512,1.8100417400000115,68707,2.6002616900000084,mp-754974,"(2, 1, 0)",Cr1Sb1O4,5.939486839999998,1.8100417400000115,0.7902199499999969,3.3392251499999897,-1.019486839999998,3.3392251499999897,3,2.1092251499999897,100.9556142862308,1.0386935961756574
28906,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/val_id/data.0020.lmdb,57,HO24Sr8Zr8,1,1.881548737351136,1.0282591187476904,1.470767579069415,32.917702462721294,96.06835461181971,,,,,,17374,33210,-0.495869672,40293,-1.6734965999999951,mp-4387,"(1, 0, 0)",Sr4Zr4O12,1.5724936299999943,-0.495869672,-1.1776269279999951,3.2459902299999897,3.347506370000006,3.347506370000006,4,2.117506370000006,96.06835461181971,1.0282591187476904
41705,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0028.lmdb,873,HO46W16Zn4,1,1.9121742138959237,0.9827301716212076,1.4768158240198022,30.39435318976764,100.11289592378674,,,,,,44577,41352,0.8693068449999976,44153,2.1062481200000014,mvc-16392,"(1, 0, 1)",Zn1W4O9,1.5700012199999922,0.8693068449999976,1.236941275000004,-0.5362469000000092,3.349998780000008,3.349998780000008,4,2.119998780000008,100.11289592378674,0.9827301716212076
30143,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0024.lmdb,594,HGa16O58Te16,1,1.917718101326636,0.9796862545189992,1.4824218505232682,30.172039913043545,100.31866864051058,,,,,,6177,15488,1.4312480399999947,10768,2.665956529999986,GaTeO4-rutile,"(2, 1, 1)",Ga1Te1O4,6.055015249999994,1.4312480399999947,1.2347084899999914,3.389058720000008,-1.135015249999994,3.389058720000008,3,2.159058720000008,100.31866864051058,0.9796862545189992
13106,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0005.lmdb,374,HO66V28,1,1.8716142490333625,1.0015975772893158,1.395473863643412,31.641259925311104,101.39712035000608,,,,,,40114,33637,1.901068580999996,11016,3.017183012857126,mp-1102963,"(1, 2, 0)",V4O8,6.496672309999892,1.901068580999996,1.1161144318571306,3.479489297142765,-1.5766723099998918,3.479489297142765,3,2.249489297142765,101.39712035000608,1.0015975772893158
2165,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0023.lmdb,400,HGe16O18Sr48,1,1.9042633668478297,0.97532617411197,1.4781588593934294,30.31344544055104,99.7844036399707,,,,,,20208,6972,-0.7365171999999995,15153,-0.8667666300000032,mp-30950,"(1, 1, 2)",Sr12Ge4O4,2.703038840000031,-0.7365171999999995,-0.1302494300000036,3.569805470000034,2.216961159999969,3.569805470000034,3,2.339805470000034,99.7844036399707,0.97532617411197
19493,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0021.lmdb,281,HO60Sc16Ta16,1,1.881410751454632,0.9930637753579168,1.4441239422958738,31.382870323232225,99.3915551610334,,,,,,5300,8649,-2.0722157000000347,1853,-2.2069910650000417,mp-558781,"(1, 1, 0)",Sc2Ta2O8,1.3805478699999845,-2.0722157000000347,-0.1347753650000069,3.587538935000026,3.5394521300000155,3.587538935000026,3,2.357538935000026,99.3915551610334,0.9930637753579168
38551,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0027.lmdb,523,HMo12O46Zn12,1,1.8999048414492905,0.9796619762147706,1.4791414379850976,30.600048901103115,99.17370464926532,,,,,,6345,2843,3.3615721299999937,22361,-1.0959987199999854,mp-16882,"(0, 1, 0)",Zn6Mo6O24,2.4963596700000013,3.3615721299999937,-4.457570849999979,3.592358389999987,2.4236403299999987,3.592358389999987,3,2.362358389999987,99.17370464926532,0.9796619762147706
29073,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0024.lmdb,292,HAu22Li24O50,1,1.9343551625768944,1.006252743544039,1.4823489529434293,30.78831410592201,100.26911608754632,,,,,,5857,22893,1.0617009300000098,18037,1.8782127599999945,mp-996961,"(1, 2, 1)",Li4Au4O8,5.498486679999982,1.0617009300000098,0.8165118299999845,3.620273919999988,-0.5784866799999824,3.620273919999988,3,2.3902739199999883,100.26911608754632,1.006252743544039
75879,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0029.lmdb,154,HAg24Bi24O74,1,1.8879781961645057,0.9816860501117948,1.4222542954272337,30.57781589474144,101.94486376100431,,,,,,76994,68812,1.2796994333333294,75518,1.1208917399999596,mp-23548,"(1, 0, -2)",Ag6Bi6O18,4.769567129999925,1.2796994333333294,-0.1588076933333697,3.6486753899999655,0.150432870000075,3.6486753899999655,3,2.4186753899999656,101.94486376100431,0.9816860501117948
