sid,OH lengths
25173,[0.9860080822131886]
25825,[0.9743317832967623]
3689,[0.9793311873499047]
31653,"[0.9852572719203813, 8.284570131550149, 1.0004286779883143]"
72158,[1.016196837749364]
9864,"[0.9711328639814356, 0.9823850224702568, 0.982216139688508]"
43747,"[1.0835575343053878, 0.9834384624914868, 11.458493208985116]"
229,[0.973710952190439]
1098,[0.9720679877468276]
6293,[1.0157397667894323]
5284,[0.9698690283960911]
7845,[0.965498900605303]
17058,[1.0258793382397475]
15345,"[0.97302823275646, 0.9794489326335677, 12.049958055733264]"
73880,[0.9731848779994039]
24670,"[0.973878667200627, 0.9867223136750422, 1.1065614769818284]"
22351,[0.9749708668927378]
69084,"[0.9873742669663712, 0.9787482754260394, 1.047066204808, 0.9806447650256588, 0.9778464079758306, 1.008558658468842, 0.9784289065624725, 0.9791492773872688, 0.981298227636132, 0.9848190268558031]"
82338,[0.9723457578672491]
18710,[0.9694805905980487]
69512,[0.9867267403968036]
8612,[0.9744216670632007]
3192,[0.9814070256525658]
8774,[8.1276962588391]
32928,[0.9760735722281457]
72885,[0.9848430266614573]
25321,"[11.638683379946151, 0.9749057562353985]"
2325,[0.9655337487010361]
74361,[1.0009535676109704]
19154,"[1.0548503696119935, 0.9728476458318607]"
41804,[0.9711927289135135]
25340,"[0.9741154360061446, 1.0558802541977095, 0.9730301357614279]"
2559,[0.976390807376862]
42493,[0.9672981370805621]
19559,[0.9740067355460582]
28445,[0.9790414341031337]
27579,"[1.0166127521884574, 7.833574471750033, 3.0399565184641033, 1.0318372180474735, 0.9730770710543366, 0.9758763415925904, 0.9977169330466741, 2.797937549834765, 0.993822096489105, 3.0806389749256513, 0.9704982933224194, 2.1107940310015247, 1.8855768360777059]"
28491,[0.9759752099257267]
27338,[0.9749273362030897]
31339,"[0.9710018302051149, 0.9712777408072227]"
36467,[0.9795082344836391]
6170,[9.641698170384286]
21850,"[0.979768381298188, 0.9727670324235204]"
83088,[0.9825409386334587]
20919,"[0.9940343545084702, 0.9904812265963476, 7.582919430350994, 1.0004258060401277, 0.9805448696250908]"
72333,[0.9977157527711558]
11471,[2.5650257774129783]
33759,[0.9785963175599954]
14157,[0.9682190587272311]
39697,[0.9735524451331146]
28965,[0.9809519045236234]
18262,"[11.125938393850483, 0.9721375814152013]"
43088,[0.9997095038086726]
41567,"[0.972162521080161, 0.9728240253920436]"
82092,"[1.6801061338626917, 0.9722305151013063, 0.9870831847899093, 1.039047790312209, 0.9873015957331269, 1.00003516770194, 0.9724977147361284, 1.0025229302317786, 0.9916648688238362]"
69617,[0.9804247801422435]
77726,[0.9689518247325211]
27473,[1.6275035342054995]
36456,"[0.9698564661091644, 0.9732463982083186, 0.9826924331517365, 0.9684519346754229, 0.9681274668459269, 7.645284184110071, 0.9765875676834627, 1.004849776162145]"
70801,[0.9694912525911373]
1624,"[0.9985980549436129, 0.9988569431108228]"
36282,[0.972806065629837]
19447,[0.9774449608049122]
32111,[0.9724432274455667]
38340,[0.9766995946756654]
11817,[7.620027652231876]
8856,[0.97586370013569]
73345,[0.9752433438924117]
26869,[0.9768287699127068]
29715,[0.9706100897272103]
6248,[0.9757667091673696]
2660,[0.9806892388991226]
28948,"[0.9960984260085601, 13.445137836858331]"
8766,[0.9774774352487452]
8119,[11.880769078584075]
22244,[0.9665950855198151]
11001,"[14.258172994547111, 0.9738684317916608, 0.9878540771793815]"
39253,"[0.9727449599488935, 0.978157391062426, 1.0102695218541182, 1.7287078395569684]"
6971,[1.0101973248422453]
4946,[0.9821109829483469]
42856,"[0.9728102064322061, 0.9727671351830467]"
10402,[0.970664317429352]
29763,[0.9784161003172314]
24550,[0.9746527832176803]
69671,"[0.9731567570485008, 0.9727402230286509]"
1948,"[0.9635026797158845, 1.0233170709213062]"
18815,"[0.9770376967904585, 0.9764033373154632, 0.9806013717533012]"
8200,[0.9757443681297017]
26535,"[0.985211463276622, 0.9843822448508418]"
35968,[0.9876982564047702]
32293,[2.663476457377268]
73026,[0.9660773892790278]
28125,[0.9692549851186814]
75343,[0.9750088067292725]
2789,[0.9712390592092489]
7665,"[1.7989829487588456, 0.9807892102747688, 0.9804492760089156, 0.9747587452869689]"
42453,"[9.66512518583287, 1.0363749673313527]"
11057,[0.9789231382868664]
7724,[0.9959423618367378]
76688,[0.9848080388432421]
23252,"[0.9670675720391384, 4.6066175117347825]"
45364,[1.0065504741441564]
74412,[0.9699996777498578]
1823,[0.9705763249383211]
32518,[0.9734356611579089]
29422,[0.9797119245574853]
4336,[0.9768152260175946]
17825,[0.9767836716896129]
9537,[0.9924688466177585]
81436,[0.9856672352653423]
11977,[0.975731848921521]
70073,"[0.9740951217227004, 8.335268572667475]"
16393,"[0.9993820778582386, 1.0739871836212227, 2.49347874797335]"
15203,[0.9794510683432106]
8560,[2.100402345105614]
3954,"[0.9930238799406903, 0.9794928362788916, 13.814229351077095, 1.7059811277225188]"
32381,[0.9783120207609091]
83171,[0.9790068445841359]
72706,[2.8612841087005405]
6995,[9.73189061602411]
12295,[0.976775503766505]
81537,"[0.9742721421947281, 0.9744329889154705]"
33211,"[0.9712595390759828, 8.910690693667362, 1.0316250067166042, 0.9756580051280195, 1.7296905134852252]"
29267,"[0.9771426879259688, 0.9830486887540324]"
74811,[0.9757256926077048]
45108,[0.9866792401623401]
31371,[0.9780417053177651]
75263,[2.0055866829921163]
17762,[13.316647080398736]
75437,"[1.0432393114023941, 0.9678035504743704]"
32708,[1.0489269438632114]
36680,"[0.9756664814136056, 0.9753423116568316]"
30061,"[0.9697890194697273, 0.9988885865632297]"
4193,[0.9835756706132421]
3788,"[0.9879916776056651, 0.9749372298511382]"
36767,[7.1810135595826035]
17379,[0.9704295431340866]
8576,[0.9778480774707037]
20349,[0.9637690062339554]
72797,[0.9714575976862561]
24317,"[0.9774916842422939, 0.9754681282494765]"
14266,[0.9763380042589289]
15092,"[0.9738540626963968, 1.012402754743054, 0.9689811717088667, 0.9799216491528616]"
76769,[0.9738901684220648]
33220,[0.9768735643425911]
77316,[9.662135160834335]
32284,[1.011066849842024]
38987,"[0.9698138835171531, 0.9702881634298528]"
711,"[0.9924087077768136, 0.9740662787818418, 0.9750843630662596]"
10947,[0.9798759902266958]
770,[0.9690250655538285]
13184,[0.9786682481557146]
7276,[0.9752544183197629]
488,[0.9774273791484417]
82492,[0.9802885346684833]
13396,[0.9838250424417064]
19552,[0.9707034502955374]
78077,[0.9816854079104115]
5225,[0.9653785431420597]
37034,[0.9732654572641306]
21642,[0.9628836571542123]
30606,[0.9729880465580463]
23985,[0.9749944735360966]
76066,"[1.0102013311543572, 10.606513301576946, 12.095042262762677, 0.9758147413068278]"
25951,[0.9643141277385098]
29366,[0.974513379640855]
70972,[1.0394222210915265]
849,[0.9738066366025989]
42624,[0.9981033941913521]
82598,[0.9775218306577351]
28003,"[0.9746727833244793, 0.9889277711509056]"
26569,[7.748100534904237]
41750,"[11.112215031853223, 0.9751125274557303]"
21164,[0.9946528778174746]
35788,"[2.8099174392214894, 0.9681510164189101]"
35112,"[0.9958987412771446, 0.9755130513138736]"
68594,[0.9751683768471182]
12720,[0.9762140800318343]
27542,[0.9672848253638157]
15546,[0.9710385944682197]
4481,"[0.969955462499709, 2.495956972859478, 1.0288712294304738, 0.9710641682929508, 0.9755959889290421, 1.0102841688388644, 1.0195355155147607, 0.9792397851424869]"
31308,[0.9959306794515613]
69977,[0.9721414527702557]
4024,"[10.158359713749498, 1.6903132445672349, 1.0078111703520205, 3.5975906000557893, 0.9737247169789138, 1.021943396611314]"
6659,"[3.2677104615054238, 1.5939348461511669]"
32903,[11.462707673928495]
18153,[0.9894232605282071]
13430,"[3.0576534896194256, 8.97648981129233, 3.9067898342182734, 2.8738690145214365, 1.5964064957068669, 2.482650477212438, 4.544396697108687, 0.9707337085353133]"
11650,[0.9751365309051191]
78348,"[11.114822934027394, 1.1060293731640856, 0.991798269562479, 0.9775410579283432, 0.9800076972105486, 10.961833864364376]"
376,"[0.9829663946273769, 0.9819480817834738, 0.9836925743660648]"
42223,"[0.9778937744381816, 0.9813224387660917, 0.9843182573562113]"
41646,[0.9751373602931355]
36659,[0.9726334092959291]
32746,"[0.9702466646631744, 0.972067608261135]"
78435,[0.9715552644315822]
20617,[0.9746681130167756]
78247,[0.9716059464171286]
70674,[0.9779361670440536]
5414,[0.9746697414312812]
68632,[0.9756528901209751]
33324,[0.9724522502597767]
78514,[10.374667871907466]
20109,"[0.9923706760354926, 0.9717295839683348, 1.9629591547871488, 11.72275018519963, 0.9699754508342384, 11.61181591304814, 1.0032327828257137, 0.9911890303778321, 1.008655833165996, 0.9766351380935951]"
6492,[0.9802500912214981]
17635,[0.9709653179464495]
23735,"[0.9964895545845903, 0.9854680928409169]"
71120,"[0.984068036759856, 0.9728098933777543, 0.9720879424542758]"
70058,[0.9704615402117736]
6738,"[0.9787329601412519, 0.976129066556223, 1.0446551913921338]"
31579,"[0.9775907137417386, 0.9904122186876444]"
38503,[0.9728480664098144]
26524,[0.9697267268641176]
72737,[2.9771199663708257]
3458,[0.9742163949288416]
46012,"[9.280713586392705, 1.0015558860665004, 0.9768161966482849]"
33184,[0.9691538481021844]
32299,"[0.9705159141763999, 0.9676618210838318]"
11533,"[1.4713322596939553, 0.9732525180661019, 0.9696938962627938]"
29107,"[0.9921814462136397, 0.9818392872473198, 0.9785998351277032]"
37923,"[0.9792060261436683, 7.598973707555549]"
43748,[0.9753817767518179]
40445,"[0.9950579339979438, 1.6842148470747773, 0.9823632561190369]"
77750,[10.488643341378463]
22970,[0.9656043120702941]
70723,"[10.686260054715076, 0.9646973412214502, 0.9705386232425457, 0.9657581806043812, 0.9646669293407947]"
12214,[0.9693921663111708]
22145,"[2.306254205924255, 1.0231081697753133, 0.9888822136998262, 1.0259737601657999, 0.9812269375733941, 0.999251180791039, 0.9865409912998463, 1.0000537533512879, 8.809434512461564, 0.9934158683692235, 1.0208126862972573, 1.0558907819056096]"
75906,[1.0213268265992521]
16613,[0.9732481771176295]
26936,"[0.9725161957298831, 0.9781647031566723, 0.9911298368377582]"
5936,[11.343538103047335]
24386,[0.9721978719513522]
21579,[0.9750696712439608]
43197,[0.9722373483379412]
29008,[0.9797912793684319]
41870,[0.9688682396045663]
35708,[0.9708237212046883]
1108,[10.053570895356668]
73451,[0.9712225450370859]
38476,[0.9753602943759854]
9818,"[0.9717249688070417, 0.9777803424009309]"
18517,[12.669826003631009]
40259,[0.9835124741937041]
8234,[0.975605403480233]
15617,[0.9763217888118447]
37935,[8.97480869138412]
9954,[0.9743984685972201]
33000,[0.9740771367949038]
32606,[1.003124824180763]
70330,"[0.9696621447868646, 0.9740767455619065]"
26205,"[0.9788292644761062, 0.9695031679205907]"
19217,"[0.972150128287574, 0.9863854840622774, 0.9804903397864696]"
15491,[0.9783674487473297]
22013,[0.9700085104722241]
14036,[0.9685728232639035]
44317,[0.973340389413986]
72792,[1.0043922142423247]
27642,[0.972451602353636]
15501,"[0.9738008851297123, 0.9751974147079668]"
36614,"[0.9732495526274972, 0.9850896426221226, 2.684975936693523]"
8483,"[2.868703479078376, 0.9699314606640017]"
24797,[0.9771416224147002]
70834,"[10.596503851156143, 1.0327491700862874, 10.528194508685141, 0.9899043417016876, 10.919987426204301]"
28642,[0.9752781189003008]
20089,[0.9765003548273404]
14152,[1.0183712720653997]
24093,[0.9757153551694913]
20387,[0.9730391657002561]
28266,[12.215620202181043]
17211,[7.431946961648922]
30949,[0.9725789099037536]
5390,[0.9783939984408192]
26146,[9.63319726050724]
34019,"[0.9753859506622758, 0.9724926577198512]"
33126,"[0.9815139630476637, 0.9801981610477679]"
33343,[0.9746820838478026]
44777,[8.69275947451536]
15952,[0.973708592550712]
18152,[0.9781504956286193]
898,"[0.9734150807476563, 0.9694839053812014]"
34133,[8.684281840711472]
37496,[0.9853017235513984]
37970,[0.9691756143666204]
3440,"[0.9681520018317727, 0.9831376341980896, 0.986027224622685, 0.9679474406590398]"
76219,[0.9887388641876772]
26922,"[0.9991328226450598, 1.0075159133014768]"
32228,[0.9750830202487425]
21593,[6.9116178331805616]
15263,[1.0016833120715112]
25066,"[0.9732195084736027, 0.9703625569113125]"
44574,"[9.001645109844462, 1.5478392009543662, 1.0370050602633676, 3.1627830423887326]"
25307,[0.9760657171272603]
24965,[0.9746715875797265]
3573,[0.9725450508639149]
72709,[0.977005479439677]
14797,[0.9791433479294877]
36199,[0.9787743670646336]
8649,[0.9678633154020805]
21639,[0.9743638270110438]
29687,[0.9733021940964824]
44223,"[0.9636268271095729, 0.97850735462413]"
45757,[0.9707456678803249]
45684,[0.9837640285822119]
5677,[1.0082681597244019]
20335,[12.090037916781208]
6493,[0.9821610047251461]
21723,[0.974925740214757]
31006,[2.9081383796159757]
77153,"[10.65356243926416, 10.076702220194376, 1.0266499043333963, 8.312593147893676, 0.9797563040689382, 7.99474484093692, 1.016695239951225, 0.9737327649249711, 0.9805883306237028, 0.9891995180284636]"
12488,[0.9736977795400579]
4772,[1.0111813333129367]
10687,[0.976744482311935]
40192,[0.9788637404062916]
39776,"[0.9713322229662102, 0.9682222123808937, 9.828186605611565]"
78295,[3.4519404975199697]
29022,[0.9639471796765687]
7622,[0.9723304254767876]
16499,"[18.40509680598017, 1.9109391747167992, 0.992788219408322, 4.094125151178444, 1.8974891400519693, 10.210683713709658]"
77217,[1.0135222181715933]
414,"[10.519506509882232, 12.129457148380874, 6.654350728904346]"
6972,[0.9656187652828145]
30805,[1.9314676115406206]
7607,"[0.9776879801790589, 10.695728422779357]"
76544,"[7.570988690439575, 0.988479780561502]"
72192,[0.9727996520885636]
20696,"[14.508163895632237, 0.9773427033597928]"
28465,"[0.9756309310006624, 0.9699298547190897]"
24516,[10.272651573655201]
40100,[0.9756763505611448]
37707,[0.9747030590746781]
29755,"[0.9725270149931595, 7.3443623485954435]"
6957,[0.9781296869931511]
39005,[0.9765987390616419]
76823,[8.497388200095255]
22936,"[1.0417018959474011, 0.9748586899910952, 1.05764776872107]"
32520,[1.859489855317389]
25306,[0.9736465990526937]
13545,[0.9758895604364234]
37506,[0.9749083357067327]
72329,[0.9751080814634742]
28661,"[0.9731427143585992, 0.9732500407515791, 0.9790395480509785]"
17412,[1.0178625759321633]
25768,"[0.973006039956368, 0.971610377270905]"
7620,[0.9799414805744541]
81727,"[0.9691899757329108, 7.8772384369268735, 1.0363208179503693]"
72200,"[8.372844051533413, 1.8426967904952576]"
20964,[0.9746981314255712]
14582,[5.444055209311158]
25417,[0.9770796515088542]
4973,[0.9762030928289605]
5553,"[0.9705538765208321, 1.0121637707735032, 0.9694659900767756]"
6674,"[0.9771855216446556, 0.9736554045952316, 0.9755113730164513]"
81606,[0.9830076995769823]
24327,[0.9742456974336317]
38349,[0.9797160481778778]
28593,[0.968373257596059]
39597,[0.9691627742115465]
28548,[0.9765491433967712]
68939,"[0.9778716875918922, 0.9785296372887888]"
5765,"[0.9966818658682417, 0.99730591905718]"
78507,[10.63430426709791]
71768,"[0.9809908578163743, 0.9801602459412604]"
15482,"[0.9755994419870938, 0.9795131920093605]"
28163,[1.684802614397037]
69854,"[0.9708584802398854, 7.548569783516677]"
8134,[0.9797264877802583]
12057,[0.9805734334129158]
30378,[0.9721589221287958]
78181,[15.013266683618477]
35697,[0.9737240803626559]
6790,[0.9765912859125414]
27437,[0.9693982469756908]
12823,[0.969082218634636]
16882,[1.5705837111216712]
74708,"[4.767472971801712, 10.854073399850094, 0.9973387435389874]"
30997,[0.9807464743030506]
27644,[1.0160592708800622]
15699,"[1.0115406365806756, 0.9730380058693169]"
9068,[0.9719928818798672]
17362,[0.9753726793744157]
39524,[0.9886514046574798]
42520,[0.9744423597615149]
7634,[0.9737482547037771]
13199,[0.9772951916617565]
36039,[7.812081795284921]
32555,[0.9772462558348565]
9134,[0.9742752145273793]
23566,[0.979402070248857]
76956,[1.0021081489273644]
69192,[0.9757112037092803]
72874,[0.9746470035929304]
5223,[0.9770375387851032]
8007,[0.9708983663229331]
9999,"[0.9684757804588938, 0.978539434110225, 0.971867203636245, 0.9702792447498912]"
22550,[0.9787649338409065]
21136,[0.9733482710844528]
15553,[0.9818836166351115]
20065,"[10.374033148149477, 0.9720360819625665]"
2887,"[0.9748882667521706, 2.0934971965644382, 0.9737211493668382, 0.977828695777832]"
29604,"[0.9758643789332153, 1.0252033012847968, 1.0225769905589146]"
10579,[0.9741302811727122]
76216,"[15.662368153852364, 0.974878534455555, 1.0265460043663794, 0.9711337669588507, 0.970820227077131, 0.9774664505364364, 14.597971184259356, 0.9767092056072887]"
73077,"[0.9736001222413548, 0.9674913318793398]"
17579,"[1.0210762225535368, 10.11654425984863, 10.856826270995183, 0.9835713997137082, 2.6211233555534137, 5.853151231602942, 9.709631824505342, 5.33743222196542, 3.4557749071434114, 0.9869868427821368, 9.051196335583501, 0.9864597655416683]"
11903,[0.9715750579522248]
4258,[0.9709914026272962]
10631,[0.9911388479386253]
41806,[0.9834321094015089]
34250,[0.9709791511543026]
33811,[0.9780477308442717]
31195,[0.9731053276312264]
28632,"[0.9841596742487442, 1.0086228718879886, 0.9724337892764965, 1.0083412560751166]"
12929,"[8.876667556204858, 0.9662295728133915]"
20995,"[0.9831023611346251, 0.9863787667952385, 0.9833012552319157, 8.082244631283894, 1.5340361907267954, 0.9724556177765722]"
69375,"[0.9741000903966212, 0.9688632545255891]"
42667,"[0.9746118210435911, 9.009837541505062]"
16802,"[0.9762742377354595, 0.9773454517096566]"
42002,"[0.9737604835567025, 0.9927339083103549]"
70971,[0.9717764595396665]
72972,[0.977340251113726]
12335,[0.9707892593985188]
23490,[0.9757492721654092]
69238,[0.9714536563680201]
7526,[0.9700274703401913]
6763,[0.9720410707089567]
26875,[0.9706461384705192]
9058,[0.9798970564859627]
24407,"[0.9716016968085874, 5.836278597757155, 0.9841749681714839, 0.9925269284032487, 0.9707238474509657]"
2284,[0.9739432873731033]
10924,[1.0108823981248245]
9160,[0.9750283216744082]
16340,"[0.9811280500381375, 0.9771461207684243]"
42982,[1.0122387313598764]
70508,[0.9732000238048506]
2626,"[0.9685371441630766, 5.795795267112567, 0.9921309508051532, 0.9815901107948516]"
13571,"[0.9753642169376685, 0.9872471498821461]"
36374,[0.9706989275242972]
4662,"[0.9883803295310837, 0.9650891256901442]"
42022,[0.9801843262774134]
83205,[0.9800778138397994]
13177,[14.123682831843938]
2991,[0.9687990224051359]
8091,"[0.9816161141365567, 8.737740072728732, 6.27193677921079]"
27514,[0.9736076583602451]
23699,"[0.9796701638228779, 1.0006307921467927, 0.9746842117628963]"
17330,"[1.0068368972256774, 6.460567196605326]"
8476,[8.135108595496348]
9482,[0.9750997471216192]
18355,[0.9670882560236717]
23816,[0.9679911161822627]
32215,[0.9693370885633712]
18345,"[0.9736329415231977, 0.9697623287807201]"
38086,"[1.0016473900779668, 0.976760595509918, 0.9777316894234952]"
29675,[0.9689263435061174]
30789,[0.977981549929149]
45982,"[0.9723347421304183, 0.9716726944175532]"
4768,"[0.9735091694758699, 0.978590815764761]"
73296,"[8.770274279261617, 7.368310789334194, 0.9814631406252698, 7.5441193943828, 0.9801021947854031, 0.9783488986668453, 0.9781839673115317, 3.879463802373343, 12.506387061990782, 7.70203851483634]"
20977,[1.0364619871572573]
35722,[0.973940995967839]
43556,[0.9815030276945541]
6585,"[11.138845897618166, 1.0164376160325834]"
25121,"[10.024235150489549, 0.977320594527505]"
39649,[1.000162920017802]
41260,[1.029909535469958]
27392,[0.976932952067037]
1095,"[1.0056050171430888, 0.970013212897054]"
40250,"[1.3546126656587227, 0.9692031821617334]"
3903,[0.9889380670265895]
17021,[0.973668547954789]
22698,"[0.9787272624338853, 0.977076217472869, 0.9747896208303971]"
41826,[0.9965876000972063]
36512,[0.9761869191296247]
73777,[8.985061310954372]
28215,"[0.977039346117459, 0.976684793890799]"
22308,[0.9684706097285336]
71016,[0.9631203069749199]
24359,[0.9691643226086186]
15071,[2.599554182315429]
2551,"[0.9780309466091478, 0.9802397910588254, 0.9916565397308098]"
2666,[0.9779954438633803]
28744,[0.9771413579465438]
27004,[0.9796730146896077]
8693,"[0.9773440617926697, 1.0506249116072934, 1.5235529101113054, 8.44215675458836, 1.0157318783817828, 1.5400671318864092, 0.9911471681389735, 7.641052660115244]"
8166,[0.9656599521107264]
29914,"[0.9787095599370694, 10.229129131302576]"
2261,[0.9772119403839596]
8080,[0.985271752737113]
26565,[0.9783506185198882]
25474,"[1.0048591330069787, 1.0050255804775377, 0.9857538678772237, 0.9752834618904979, 8.10152751779748, 0.976019680439015]"
36429,[0.9717039021977033]
23270,[0.9741172188618147]
14299,[0.9708852898675057]
69748,[0.9731093996052452]
11851,"[0.9746729432925071, 10.893220994905795, 11.359704434394022]"
26388,[0.9847005133717917]
17585,[0.985646789245944]
4249,[0.9867103939821019]
74387,[0.9702220711499256]
7537,[0.9737606227768832]
25696,"[0.9822463291299642, 12.798424132191707, 0.9980103978837134]"
38651,[0.9772194850387845]
20694,"[0.9867463349042837, 0.9861047613636987]"
17109,[7.702905883850526]
7842,[0.9774458936430152]
27439,[1.0144836230460066]
1782,[0.975409694934734]
19147,[2.144208785943232]
6669,[0.9757296542631355]
38305,"[1.0070458437282837, 0.9735090881824561]"
6692,"[7.542908891604556, 6.217222871019355, 0.9979535397219097, 0.9971244903010764, 0.9961948477121743, 0.9764962559566099]"
13032,[0.9778899707758437]
30523,"[0.9743057790091941, 0.9794737349708565, 0.9838575894599115]"
39093,[11.256187999412369]
45759,"[0.9829259494928423, 0.9713569573429234]"
8078,[0.9711677896593174]
37037,[0.9770104740853108]
76346,[0.9659881238862164]
13664,[1.7498645010189353]
72320,"[0.973401101868833, 0.9747717207636943, 0.9754244649931051, 11.65995015117204]"
6095,"[0.968931008980211, 0.9817226822291188, 0.9665066268808158, 0.970963397074926]"
72978,"[0.9707891775979222, 0.9710284902013989]"
41763,[0.983750555603574]
712,[9.338930229781655]
29377,"[1.0502192141448063, 1.0121302348565744, 0.9779504357031387, 6.702375916707312, 0.9837018883279877]"
8492,[10.29400449128091]
36439,"[0.971296363177553, 2.6467937402477046]"
69684,"[0.9783724314411607, 7.4458238320639545, 0.9701430355696505]"
26114,"[0.9817871696599213, 1.0098360874790173]"
19139,[0.9742882344415873]
28070,"[0.9826774806199889, 7.898131198668461]"
72304,[0.9713563575428684]
11140,"[0.9763790930207232, 0.972238034620514]"
38597,[0.9748042288083164]
27525,"[0.9739427853915043, 0.9733638434479346]"
26074,[0.9866756265385571]
75141,[0.9762911972107705]
20917,[0.9849603565736055]
78627,[0.9690995127127152]
1954,"[0.9713447721265926, 0.9714704451947054]"
31088,[0.9741939395124303]
15020,[0.9774824421545232]
43902,"[0.9782821510788161, 1.7985342623697032]"
31023,[0.9876828547065671]
35905,"[0.97675292133794, 0.9757949684059619, 0.9798673906216808, 0.9800269948019198]"
20054,[1.0044164775220248]
31241,"[11.52016459155687, 0.9808649075771965]"
33604,"[0.9731283806160748, 0.981468404706514]"
19240,"[1.0660193480951718, 0.9766375089990912]"
7022,"[0.9839913610299188, 0.9830355311746383]"
24485,"[0.9806597855370589, 0.976036859795707]"
5587,[0.975175582718175]
37563,[0.9841287874567609]
9852,[0.9912646654815721]
42316,[0.9812475412155782]
15125,"[0.9739383675319305, 0.9719748285522892]"
16227,[0.9781302617052188]
21625,[0.9751342541460798]
2773,[0.9726622513353256]
25492,[0.9848120555643888]
21361,[0.9709285953441428]
73364,[0.9738285410520255]
24850,[0.9708827798309217]
34728,[0.9770088275584483]
81475,"[0.9751427789086439, 0.9748386993771402]"
1574,[0.9744628267440253]
7442,[0.9736365605844027]
12607,[1.0262398865585205]
43785,[0.9727784788181199]
82553,[0.9786268943965718]
40075,[0.9801093055609594]
24611,"[0.9793107266527808, 9.583664027919157, 0.9748844759443306]"
35304,[0.970575248464815]
46000,[0.9719926500826759]
30693,[0.9849824960650585]
45445,"[0.98034110206191, 0.9798382120631415]"
30393,[0.9704397324349567]
76506,"[0.9716859153089786, 0.9719941259502932]"
26683,[0.9692183977715174]
39601,[0.9708052745219024]
21208,[0.9651102387240131]
14144,[0.9715295088065641]
41509,"[0.9754214547067499, 0.9773945292130372]"
28765,[0.9735327923258915]
35131,"[1.0034327663606957, 0.9757468906753973]"
4606,[2.1067074701654516]
40359,[0.9754220976064706]
21192,[7.146503416607583]
22753,"[9.401459320652679, 0.9715584933821466]"
15822,"[0.9786568016415679, 0.9844815337954687]"
20343,[0.968920556367546]
18821,[0.9699951315178753]
38168,[0.9749130359586976]
39837,[11.30182930773468]
11668,[0.9736276333616873]
39275,[0.9914256228639214]
30810,[0.9705738384172616]
20151,"[0.9703209981560558, 1.008632189115062, 0.9670362922481166, 0.997028803318824]"
22319,"[9.686550362225686, 1.043056120737081, 1.0321285112395484, 0.972219137738802]"
83151,[0.9861405775127446]
33637,"[1.0178131521500713, 2.3469309846568307, 1.0106707608951935, 0.9775782035511542, 0.9945582036875392, 1.0414429458734429, 3.8260988917595267, 10.84911151693796, 0.9960548753108859, 2.7659368010873218]"
12242,"[0.9788266577433241, 0.9783988706749795, 0.9744339964412825]"
42200,[1.0192467462760024]
6662,[9.145368463983484]
73358,[0.970873526453211]
71537,[0.9688388645164819]
25065,[0.975691341697549]
44767,[12.029029399698887]
71704,[13.303390162366053]
8150,[0.967380615842493]
29406,[0.97543028763296]
45482,[7.396394046004796]
22879,[1.0128606064299503]
71518,[0.9786590024973836]
31877,[14.6875221077394]
22515,[0.986329297613754]
10428,[0.9765932534494788]
69676,"[0.9717718727528503, 1.0039408923397302, 1.0054553763519218, 1.4741833768652473]"
40817,"[5.3135427612854755, 0.9723146697937856, 3.5239743711080838, 0.9824948121656485, 11.686587948650656, 1.001124373821463, 4.614162654440458, 1.017894818108341, 1.881312102165896, 7.402871240758898]"
76321,[9.112404383969965]
14754,[7.53950311473943]
77009,[0.9728728635509459]
14492,[0.9659998438805656]
29312,[0.9786064832118558]
43267,[12.859438079370715]
33554,"[0.9766527215068129, 0.9730362208526161, 0.994007434366843]"
7913,[0.9730076140150716]
37860,"[0.97572455958463, 9.974808873291478]"
41160,[0.9768700592505271]
32225,"[7.586147220293995, 0.9804955571709523]"
29420,"[1.8483469604839875, 0.9659929567751495]"
81410,[0.973050722922611]
81921,"[0.9792564424507535, 10.129949688997947]"
76572,[0.988751043160132]
20353,[1.0795829149965732]
10395,[0.9721409235164371]
68604,[0.9729880090831212]
14169,[0.9689244619137016]
12608,[0.9735770751162888]
81820,"[1.0041581782839557, 1.0321829351703888, 0.9905709806155124, 0.9763154429514174]"
26050,[10.678679686588186]
8311,[0.9719278136337669]
18023,"[5.236066998042862, 0.9869502692092728, 0.9801807951105713, 6.1847941714227685, 4.974374165930977, 0.994281618854528]"
39066,[0.9755965762567287]
12794,"[0.9717872955927398, 0.9675591770766303, 8.492554609716699, 0.9688448631810362, 1.0971338060877798, 1.8058523742704706]"
8336,[0.9753171146245446]
70978,[10.575292941137953]
26871,"[0.9706526707685033, 0.9669304935839983, 0.9817172397155903]"
40565,"[0.9783360286626587, 1.0241073310031255]"
76252,"[0.9799937115832019, 0.9707543427381805]"
42190,"[7.8275704230852865, 2.0054510014891207]"
24999,[0.9840257174091881]
11087,[0.9769038036804959]
72692,"[0.9776138774398404, 1.780569063442994, 8.432073138447608, 1.0507929972864225, 0.9908015973625636, 3.240519744386126, 1.7767849316813962, 1.688261769396623, 0.9911271363990164, 1.0876025305940282, 0.9721648933888908, 0.976499330274059]"
18221,"[0.9726654659375387, 8.328554311269494, 0.9804743501686884]"
40471,[0.9834706388389902]
25105,"[1.059034954087423, 2.1851135082864555, 1.037070703062312, 0.9760138160033608, 1.0170321111140803, 0.9786019969679123]"
17108,"[0.9771296962983095, 0.9688879834445021]"
12406,[0.9737007010344253]
68700,[8.966400261979624]
